,data_type,stream_size,zfp_rate,cache_size,is_zfp,Function,Best Rate MB/s,Avg time,Min time,Max time
370,float,67108864,256,0,False,Add,12026.7,0.067151,0.06696,0.067258
371,float,67108864,256,0,False,Triad,12045.2,0.066998,0.066857,0.067275
372,float,67108864,256,0,True,Copy,70.7,7.773211,7.597928,7.938631
373,float,67108864,256,0,True,Scale,69.7,7.835054,7.700086,8.036861
374,float,67108864,256,0,True,Add,83.6,9.990493,9.631832,10.152838
375,float,67108864,256,0,True,Triad,82.8,10.048804,9.724875,10.217406
376,float,67108864,512,0,False,Copy,10862.1,0.050219,0.049426,0.05096
377,float,67108864,512,0,False,Scale,11228.1,0.04789,0.047815,0.047966
378,float,67108864,512,0,False,Add,12024.2,0.067061,0.066974,0.067283
379,float,67108864,512,0,False,Triad,12077.4,0.066898,0.066679,0.067246
380,float,67108864,512,0,True,Copy,53.4,10.308194,10.050573,10.484537
381,float,67108864,512,0,True,Scale,52.5,10.397857,10.224941,10.632536
382,float,67108864,512,0,True,Add,60.7,13.614516,13.269556,13.806333
383,float,67108864,512,0,True,Triad,60.3,13.688984,13.353276,13.883463
384,float,134217728,4,0,False,Copy,10847.5,0.099804,0.098985,0.100262
385,float,134217728,4,0,False,Scale,11449.3,0.093923,0.093782,0.094065
386,float,134217728,4,0,False,Add,12161.7,0.132777,0.132433,0.13331
387,float,134217728,4,0,False,Triad,12165.7,0.132728,0.13239,0.13302
388,float,134217728,4,0,True,Copy,81.4,13.555884,13.189995,13.858904
389,float,134217728,4,0,True,Scale,80.6,13.558127,13.31713,13.833611
390,float,134217728,4,0,True,Add,97.0,17.343093,16.605491,17.74758
391,float,134217728,4,0,True,Triad,97.0,17.304311,16.605516,17.723739
392,float,134217728,8,0,False,Copy,10724.2,0.101216,0.100123,0.102445
393,float,134217728,8,0,False,Scale,11199.9,0.096145,0.095871,0.096358
394,float,134217728,8,0,False,Add,11904.0,0.135615,0.1353,0.1359
395,float,134217728,8,0,False,Triad,11911.0,0.135505,0.135221,0.13611
396,float,134217728,8,0,True,Copy,81.6,13.550615,13.16305,13.83565
397,float,134217728,8,0,True,Scale,80.5,13.565474,13.341978,13.842214
398,float,134217728,8,0,True,Add,97.0,17.329332,16.599954,17.73695
399,float,134217728,8,0,True,Triad,96.8,17.324597,16.644271,17.745527
400,float,134217728,16,0,False,Copy,10790.9,0.101019,0.099504,0.102803
401,float,134217728,16,0,False,Scale,11441.2,0.094117,0.093849,0.094549
402,float,134217728,16,0,False,Add,12112.1,0.133236,0.132975,0.133439
403,float,134217728,16,0,False,Triad,12144.8,0.132925,0.132617,0.1334
404,float,134217728,16,0,True,Copy,81.4,13.561335,13.188945,13.865951
405,float,134217728,16,0,True,Scale,80.5,13.576588,13.344372,13.863816
406,float,134217728,16,0,True,Add,96.7,17.361657,16.659683,17.755532
407,float,134217728,16,0,True,Triad,96.7,17.372995,16.657479,17.771517
408,float,134217728,32,0,False,Copy,10752.4,0.100673,0.099861,0.102419
409,float,134217728,32,0,False,Scale,11233.1,0.095874,0.095587,0.096158
410,float,134217728,32,0,False,Add,11921.6,0.135308,0.1351,0.135816
411,float,134217728,32,0,False,Triad,11953.6,0.135008,0.134739,0.135606
412,float,134217728,32,0,True,Copy,73.2,15.073585,14.671072,15.403085
413,float,134217728,32,0,True,Scale,72.1,15.190837,14.885924,15.61366
414,float,134217728,32,0,True,Add,86.7,19.333324,18.569458,19.904921
415,float,134217728,32,0,True,Triad,86.2,19.4239,18.694924,20.060279
416,float,134217728,64,0,False,Copy,10690.0,0.101662,0.100444,0.102603
417,float,134217728,64,0,False,Scale,11334.4,0.095002,0.094733,0.095473
418,float,134217728,64,0,False,Add,12041.0,0.134187,0.133761,0.135176
419,float,134217728,64,0,False,Triad,12060.3,0.133949,0.133547,0.134778
420,float,134217728,64,0,True,Copy,72.9,15.104337,14.727535,15.407356
421,float,134217728,64,0,True,Scale,71.6,15.27676,14.987764,15.753831
422,float,134217728,64,0,True,Add,86.4,19.34436,18.636039,19.692707
423,float,134217728,64,0,True,Triad,85.8,19.439492,18.765969,19.795396
424,float,134217728,128,0,False,Copy,10757.5,0.100768,0.099813,0.101778
425,float,134217728,128,0,False,Scale,11341.8,0.094845,0.094671,0.095026
426,float,134217728,128,0,False,Add,12070.3,0.133577,0.133436,0.133903
427,float,134217728,128,0,False,Triad,12099.0,0.133514,0.13312,0.133889
428,float,134217728,128,0,True,Copy,72.4,15.208482,14.823163,15.530751
429,float,134217728,128,0,True,Scale,71.4,15.327454,15.045897,15.775423
430,float,134217728,128,0,True,Add,85.8,19.445306,18.764956,19.818024
431,float,134217728,128,0,True,Triad,85.7,19.475465,18.785614,19.843075
432,float,134217728,256,0,False,Copy,10837.2,0.100399,0.099079,0.101731
433,float,134217728,256,0,False,Scale,11285.9,0.095268,0.09514,0.095437
434,float,134217728,256,0,False,Add,12009.6,0.134419,0.134111,0.134861
435,float,134217728,256,0,False,Triad,12036.8,0.134076,0.133807,0.134605
436,float,134217728,256,0,True,Copy,70.3,15.617944,15.269821,15.932066
437,float,134217728,256,0,True,Scale,69.5,15.737998,15.455748,16.149765
438,float,134217728,256,0,True,Add,83.0,20.060627,19.394446,20.394668
439,float,134217728,256,0,True,Triad,82.5,20.139075,19.51964,20.443141
440,float,134217728,512,0,False,Copy,10930.8,0.099506,0.098231,0.10102
441,float,134217728,512,0,False,Scale,11473.9,0.093731,0.093581,0.094075
442,float,134217728,512,0,False,Add,12171.5,0.132547,0.132326,0.132776
443,float,134217728,512,0,False,Triad,12206.6,0.13233,0.131946,0.132691
444,float,134217728,512,0,True,Copy,53.1,20.717019,20.219325,21.03523
445,float,134217728,512,0,True,Scale,52.5,20.851617,20.466812,21.419956
446,float,134217728,512,0,True,Add,60.5,27.317062,26.608478,27.687023
447,float,134217728,512,0,True,Triad,60.3,27.432171,26.72056,27.78811
448,float,268435456,4,0,False,Copy,10700.6,0.202234,0.200689,0.204277
449,float,268435456,4,0,False,Scale,11343.0,0.189767,0.189323,0.190702
450,float,268435456,4,0,False,Add,11991.7,0.268885,0.268622,0.269395
451,float,268435456,4,0,False,Triad,12034.7,0.268357,0.267661,0.269289
452,float,268435456,4,0,True,Copy,81.6,27.095819,26.317517,27.697228
453,float,268435456,4,0,True,Scale,80.6,27.102538,26.64822,27.672705
454,float,268435456,4,0,True,Add,97.1,34.644842,33.178255,35.394461
455,float,268435456,4,0,True,Triad,96.8,34.662391,33.281725,35.397625
456,float,268435456,8,0,False,Copy,10724.1,0.203181,0.200249,0.204824
457,float,268435456,8,0,False,Scale,11206.6,0.192,0.191626,0.19288
458,float,268435456,8,0,False,Add,11870.4,0.271871,0.271367,0.272596
459,float,268435456,8,0,False,Triad,11900.9,0.271215,0.27067,0.27182
460,float,268435456,8,0,True,Copy,80.8,27.310749,26.584293,27.920846
461,float,268435456,8,0,True,Scale,79.8,27.345532,26.902227,27.904602
462,float,268435456,8,0,True,Add,95.7,34.933649,33.655728,35.722492
463,float,268435456,8,0,True,Triad,95.6,34.895051,33.678667,35.812866
464,float,268435456,16,0,False,Copy,10714.4,0.202219,0.200429,0.203903
465,float,268435456,16,0,False,Scale,11365.7,0.189401,0.188944,0.189785
466,float,268435456,16,0,False,Add,12092.2,0.266909,0.266388,0.267411
467,float,268435456,16,0,False,Triad,11998.1,0.269135,0.268479,0.270009
468,float,268435456,16,0,True,Copy,81.5,27.115071,26.35253,27.747031
469,float,268435456,16,0,True,Scale,80.6,27.119731,26.638703,27.731317
470,float,268435456,16,0,True,Add,96.9,34.667887,33.249912,35.476059
471,float,268435456,16,0,True,Triad,96.7,34.651337,33.307443,35.518717
472,float,268435456,32,0,False,Copy,10685.9,0.20258,0.200965,0.204577
473,float,268435456,32,0,False,Scale,11211.0,0.191844,0.191552,0.192359
474,float,268435456,32,0,False,Add,11861.2,0.271836,0.271576,0.272847
475,float,268435456,32,0,False,Triad,11878.6,0.271679,0.271179,0.2723
476,float,268435456,32,0,True,Copy,73.0,30.134039,29.404265,30.760283
477,float,268435456,32,0,True,Scale,72.1,30.369276,29.783365,31.291928
478,float,268435456,32,0,True,Add,86.6,38.614185,37.192341,39.360262
479,float,268435456,32,0,True,Triad,86.1,38.73396,37.40856,39.430183
480,float,268435456,64,0,False,Copy,10682.1,0.20275,0.201036,0.205276
481,float,268435456,64,0,False,Scale,11364.4,0.189839,0.188966,0.190733
482,float,268435456,64,0,False,Add,11991.9,0.269152,0.268618,0.26998
483,float,268435456,64,0,False,Triad,12026.4,0.268813,0.267846,0.269851
484,float,268435456,64,0,True,Copy,72.9,30.228163,29.47751,30.844491
485,float,268435456,64,0,True,Scale,71.9,30.425983,29.858086,31.309776
486,float,268435456,64,0,True,Add,86.3,38.715468,37.304402,39.42728
487,float,268435456,64,0,True,Triad,86.1,38.858826,37.429172,39.490073
488,float,268435456,128,0,False,Copy,10682.1,0.203339,0.201036,0.206482
489,float,268435456,128,0,False,Scale,11342.0,0.190069,0.189339,0.190627
490,float,268435456,128,0,False,Add,11986.7,0.269336,0.268734,0.270778
491,float,268435456,128,0,False,Triad,12010.2,0.268987,0.268207,0.270949
492,float,268435456,128,0,True,Copy,72.5,30.399676,29.632934,31.100316
493,float,268435456,128,0,True,Scale,71.4,30.648688,30.071499,31.495799
494,float,268435456,128,0,True,Add,85.8,38.988431,37.558753,39.828661
495,float,268435456,128,0,True,Triad,85.6,39.094034,37.648552,40.115953
496,float,268435456,256,0,False,Copy,10718.1,0.201591,0.20036,0.203043
497,float,268435456,256,0,False,Scale,11336.5,0.189787,0.189431,0.190325
498,float,268435456,256,0,False,Add,12016.2,0.268512,0.268073,0.268919
499,float,268435456,256,0,False,Triad,12011.6,0.268754,0.268176,0.26947
500,float,268435456,256,0,True,Copy,70.6,31.100898,30.419229,31.67754
501,float,268435456,256,0,True,Scale,69.8,31.317088,30.774325,32.148366
502,float,268435456,256,0,True,Add,83.5,39.983525,38.578273,40.611951
503,float,268435456,256,0,True,Triad,82.8,40.126441,38.895602,40.744774
504,float,268435456,512,0,False,Copy,10838.1,0.199555,0.198142,0.20144
505,float,268435456,512,0,False,Scale,11477.7,0.187434,0.187101,0.188111
506,float,268435456,512,0,False,Add,12118.8,0.266115,0.265803,0.266372
507,float,268435456,512,0,False,Triad,12142.8,0.265957,0.265279,0.266638
508,float,268435456,512,0,True,Copy,53.3,41.258496,40.287183,41.969615
509,float,268435456,512,0,True,Scale,52.6,41.511908,40.799396,42.642238
510,float,268435456,512,0,True,Add,60.5,54.538174,53.199927,55.271521
511,float,268435456,512,0,True,Triad,60.4,54.740931,53.342433,55.459871
512,float,536870912,4,0,False,Copy,10827.4,0.399997,0.396674,0.403561
513,float,536870912,4,0,False,Scale,11497.7,0.374167,0.373551,0.375469
514,float,536870912,4,0,False,Add,12147.9,0.531059,0.530335,0.532531
515,float,536870912,4,0,False,Triad,12159.6,0.530557,0.529823,0.531558
516,float,536870912,4,0,True,Copy,81.2,54.519648,52.901994,55.67435
517,float,536870912,4,0,True,Scale,80.2,54.57997,53.551079,55.582933
518,float,536870912,4,0,True,Add,96.6,69.760515,66.71274,71.291985
519,float,536870912,4,0,True,Triad,96.3,69.695256,66.888953,71.291584
520,float,536870912,8,0,False,Copy,10708.6,0.404253,0.401078,0.40649
521,float,536870912,8,0,False,Scale,11291.8,0.381522,0.380363,0.384392
522,float,536870912,8,0,False,Add,11963.0,0.539686,0.538531,0.541503
523,float,536870912,8,0,False,Triad,11920.0,0.541701,0.540472,0.545156
524,float,536870912,8,0,True,Copy,81.5,54.193693,52.673319,55.380895
525,float,536870912,8,0,True,Scale,80.5,54.238794,53.341866,55.360051
526,float,536870912,8,0,True,Add,96.8,69.375819,66.528086,70.956978
527,float,536870912,8,0,True,Triad,96.8,69.310564,66.526862,70.999324
528,float,536870912,16,0,False,Copy,10641.2,0.404956,0.403618,0.406546
529,float,536870912,16,0,False,Scale,11195.4,0.384468,0.383636,0.388253
530,float,536870912,16,0,False,Add,11874.2,0.543673,0.542559,0.546413
531,float,536870912,16,0,False,Triad,11859.2,0.544167,0.543244,0.545212
532,float,536870912,16,0,True,Copy,81.5,54.201982,52.705655,55.431073
533,float,536870912,16,0,True,Scale,80.5,54.301711,53.380024,55.436609
534,float,536870912,16,0,True,Add,96.9,69.398843,66.456973,71.102709
535,float,536870912,16,0,True,Triad,96.8,69.318663,66.562913,70.977602
536,float,536870912,32,0,False,Copy,10746.9,0.402418,0.399648,0.40395
537,float,536870912,32,0,False,Scale,11372.0,0.378433,0.37768,0.380303
538,float,536870912,32,0,False,Add,12027.9,0.536277,0.535626,0.537504
539,float,536870912,32,0,False,Triad,12044.3,0.535676,0.534895,0.537183
540,float,536870912,32,0,True,Copy,73.1,60.264846,58.73254,61.535538
541,float,536870912,32,0,True,Scale,72.0,60.770971,59.633564,62.572259
542,float,536870912,32,0,True,Add,86.7,77.183077,74.272948,78.605726
543,float,536870912,32,0,True,Triad,86.2,77.517538,74.73267,78.865108
544,float,536870912,64,0,False,Copy,10672.9,0.404892,0.402417,0.406837
545,float,536870912,64,0,False,Scale,11335.5,0.379551,0.378896,0.380717
546,float,536870912,64,0,False,Add,11989.4,0.538121,0.537344,0.540509
547,float,536870912,64,0,False,Triad,11988.4,0.538288,0.537389,0.539495
548,float,536870912,64,0,True,Copy,72.4,60.759954,59.284615,61.904587
549,float,536870912,64,0,True,Scale,71.8,60.982542,59.852395,62.819478
550,float,536870912,64,0,True,Add,85.9,77.770549,75.009907,79.092514
551,float,536870912,64,0,True,Triad,85.1,78.377078,75.721931,79.649137
552,float,536870912,128,0,False,Copy,10718.0,0.404402,0.400726,0.407033
553,float,536870912,128,0,False,Scale,11339.5,0.380065,0.378762,0.381345
554,float,536870912,128,0,False,Add,12048.0,0.535688,0.534731,0.538664
555,float,536870912,128,0,False,Triad,11932.4,0.540601,0.539914,0.542124
556,float,536870912,128,0,True,Copy,71.5,61.52199,60.033804,63.256425
557,float,536870912,128,0,True,Scale,71.0,61.771772,60.46644,63.509319
558,float,536870912,128,0,True,Add,84.8,78.61742,75.973054,80.080411
559,float,536870912,128,0,True,Triad,84.2,78.845455,76.557837,80.535416
560,float,536870912,256,0,False,Copy,10658.6,0.405121,0.402959,0.40618
561,float,536870912,256,0,False,Scale,11238.0,0.382644,0.382184,0.384255
562,float,536870912,256,0,False,Add,11878.8,0.542981,0.542347,0.545113
563,float,536870912,256,0,False,Triad,11879.8,0.542797,0.542302,0.543988
564,float,536870912,256,0,True,Copy,70.5,62.336536,60.924515,63.480474
565,float,536870912,256,0,True,Scale,69.4,62.954067,61.844606,64.588948
566,float,536870912,256,0,True,Add,83.2,80.177739,77.454043,81.550991
567,float,536870912,256,0,True,Triad,82.7,80.50847,77.931325,81.776568
568,float,536870912,512,0,False,Copy,10656.7,0.405046,0.403031,0.407118
569,float,536870912,512,0,False,Scale,11219.3,0.383545,0.382818,0.384811
570,float,536870912,512,0,False,Add,11878.5,0.543286,0.542364,0.54466
571,float,536870912,512,0,False,Triad,11890.5,0.542585,0.541813,0.543696
572,float,536870912,512,0,True,Copy,52.9,83.379549,81.147624,84.93256
573,float,536870912,512,0,True,Scale,52.3,83.927379,82.105184,85.820882
574,float,536870912,512,0,True,Add,60.3,110.03437,106.799556,111.538435
575,float,536870912,512,0,True,Triad,60.1,110.281063,107.157703,111.625646
576,double,1048576,4,0,False,Copy,17756.4,0.000965,0.000945,0.00099
577,double,1048576,4,0,False,Scale,15462.3,0.001096,0.001085,0.001122
578,double,1048576,4,0,False,Add,24501.7,0.001076,0.001027,0.001127
579,double,1048576,4,0,False,Triad,25495.9,0.001023,0.000987,0.001065
580,double,1048576,4,0,True,Copy,171.4,0.101524,0.097865,0.103956
581,double,1048576,4,0,True,Scale,171.8,0.101776,0.097654,0.106729
582,double,1048576,4,0,True,Add,201.6,0.130421,0.124858,0.134298
583,double,1048576,4,0,True,Triad,198.7,0.132343,0.126662,0.135096
584,double,1048576,8,0,False,Copy,17050.8,0.000999,0.000984,0.001035
585,double,1048576,8,0,False,Scale,15294.2,0.001102,0.001097,0.001128
586,double,1048576,8,0,False,Add,22837.1,0.001114,0.001102,0.001143
587,double,1048576,8,0,False,Triad,24293.0,0.001054,0.001036,0.001073
588,double,1048576,8,0,True,Copy,170.5,0.101204,0.098386,0.102817
589,double,1048576,8,0,True,Scale,172.4,0.101472,0.097304,0.105304
590,double,1048576,8,0,True,Add,202.1,0.130109,0.124538,0.13287
591,double,1048576,8,0,True,Triad,197.7,0.131971,0.127312,0.134937
592,double,1048576,16,0,False,Copy,18339.5,0.000926,0.000915,0.000944
593,double,1048576,16,0,False,Scale,15606.3,0.0011,0.001075,0.001148
594,double,1048576,16,0,False,Add,25545.3,0.001011,0.000985,0.001036
595,double,1048576,16,0,False,Triad,25757.2,0.000984,0.000977,0.000999
596,double,1048576,16,0,True,Copy,171.7,0.101276,0.097695,0.103175
597,double,1048576,16,0,True,Scale,171.5,0.101583,0.09783,0.104996
598,double,1048576,16,0,True,Add,202.2,0.130142,0.12445,0.133086
599,double,1048576,16,0,True,Triad,198.7,0.131883,0.126683,0.134598
600,double,1048576,32,0,False,Copy,17565.8,0.000963,0.000955,0.000979
601,double,1048576,32,0,False,Scale,15280.9,0.001102,0.001098,0.001105
602,double,1048576,32,0,False,Add,24082.4,0.001066,0.001045,0.001109
603,double,1048576,32,0,False,Triad,24748.7,0.001031,0.001017,0.001068
604,double,1048576,32,0,True,Copy,86.8,0.196391,0.193232,0.203154
605,double,1048576,32,0,True,Scale,87.3,0.196717,0.192224,0.203209
606,double,1048576,32,0,True,Add,102.8,0.250317,0.244764,0.254086
607,double,1048576,32,0,True,Triad,102.0,0.252643,0.246718,0.257136
608,double,1048576,64,0,False,Copy,16304.2,0.001049,0.001029,0.001091
609,double,1048576,64,0,False,Scale,14703.0,0.001161,0.001141,0.001176
610,double,1048576,64,0,False,Add,20475.9,0.001245,0.001229,0.001279
611,double,1048576,64,0,False,Triad,21656.4,0.001179,0.001162,0.001197
612,double,1048576,64,0,True,Copy,79.5,0.214226,0.210907,0.218776
613,double,1048576,64,0,True,Scale,79.4,0.214749,0.211195,0.218509
614,double,1048576,64,0,True,Add,93.7,0.274417,0.268718,0.281143
615,double,1048576,64,0,True,Triad,92.9,0.276039,0.270973,0.28354
616,double,1048576,128,0,False,Copy,17353.6,0.000974,0.000967,0.00101
617,double,1048576,128,0,False,Scale,15408.1,0.001094,0.001089,0.001101
618,double,1048576,128,0,False,Add,22292.1,0.001143,0.001129,0.001182
619,double,1048576,128,0,False,Triad,23810.8,0.001073,0.001057,0.001112
620,double,1048576,128,0,True,Copy,79.0,0.216357,0.212316,0.219384
621,double,1048576,128,0,True,Scale,78.8,0.216022,0.212784,0.219766
622,double,1048576,128,0,True,Add,93.4,0.276784,0.269494,0.289601
623,double,1048576,128,0,True,Triad,92.5,0.277534,0.272003,0.282459
624,double,1048576,256,0,False,Copy,16383.9,0.001039,0.001024,0.00105
625,double,1048576,256,0,False,Scale,15237.9,0.001121,0.001101,0.001145
626,double,1048576,256,0,False,Add,20729.2,0.001235,0.001214,0.001257
627,double,1048576,256,0,False,Triad,21999.4,0.001161,0.001144,0.00118
628,double,1048576,256,0,True,Copy,78.4,0.217911,0.214102,0.222192
629,double,1048576,256,0,True,Scale,78.3,0.217541,0.214267,0.221025
630,double,1048576,256,0,True,Add,92.2,0.278031,0.272949,0.284825
631,double,1048576,256,0,True,Triad,91.2,0.28065,0.275865,0.287671
632,double,1048576,512,0,False,Copy,16862.9,0.001012,0.000995,0.001027
633,double,1048576,512,0,False,Scale,14965.7,0.001138,0.001121,0.001161
634,double,1048576,512,0,False,Add,22510.8,0.001138,0.001118,0.001165
635,double,1048576,512,0,False,Triad,23519.0,0.001092,0.00107,0.001125
636,double,1048576,512,0,True,Copy,67.3,0.253349,0.249124,0.257666
637,double,1048576,512,0,True,Scale,66.9,0.254357,0.250766,0.258097
638,double,1048576,512,0,True,Add,77.3,0.331183,0.325559,0.339265
639,double,1048576,512,0,True,Triad,76.6,0.334137,0.328681,0.339119
640,double,4194304,4,0,False,Copy,12336.2,0.005552,0.00544,0.005707
641,double,4194304,4,0,False,Scale,11638.9,0.005794,0.005766,0.005832
642,double,4194304,4,0,False,Add,13886.3,0.007276,0.007249,0.00732
643,double,4194304,4,0,False,Triad,14037.7,0.00721,0.007171,0.007281
644,double,4194304,4,0,True,Copy,171.2,0.405565,0.392015,0.412295
645,double,4194304,4,0,True,Scale,172.4,0.406608,0.389232,0.424647
646,double,4194304,4,0,True,Add,202.1,0.52106,0.497966,0.531939
647,double,4194304,4,0,True,Triad,198.5,0.528654,0.507003,0.539971
648,double,4194304,8,0,False,Copy,12137.8,0.005598,0.005529,0.005697
649,double,4194304,8,0,False,Scale,11724.2,0.005764,0.005724,0.005826
650,double,4194304,8,0,False,Add,13977.3,0.007222,0.007202,0.007296
651,double,4194304,8,0,False,Triad,14155.9,0.007142,0.007111,0.007168
652,double,4194304,8,0,True,Copy,170.8,0.405276,0.392994,0.415989
653,double,4194304,8,0,True,Scale,171.8,0.407272,0.390677,0.421653
654,double,4194304,8,0,True,Add,202.0,0.52072,0.498451,0.53292
655,double,4194304,8,0,True,Triad,199.0,0.528175,0.505953,0.541555
656,double,4194304,16,0,False,Copy,12139.9,0.005601,0.005528,0.005738
657,double,4194304,16,0,False,Scale,12206.2,0.005553,0.005498,0.005617
658,double,4194304,16,0,False,Add,14173.9,0.007138,0.007102,0.00718
659,double,4194304,16,0,False,Triad,14317.1,0.007063,0.007031,0.00709
660,double,4194304,16,0,True,Copy,171.0,0.405006,0.392355,0.41323
661,double,4194304,16,0,True,Scale,171.9,0.406299,0.390335,0.421469
662,double,4194304,16,0,True,Add,201.8,0.521082,0.498874,0.532202
663,double,4194304,16,0,True,Triad,198.8,0.528002,0.506268,0.539321
664,double,4194304,32,0,False,Copy,12094.0,0.005611,0.005549,0.005719
665,double,4194304,32,0,False,Scale,11689.6,0.005782,0.005741,0.00586
666,double,4194304,32,0,False,Add,13859.8,0.007308,0.007263,0.007359
667,double,4194304,32,0,False,Triad,13973.6,0.007238,0.007204,0.007287
668,double,4194304,32,0,True,Copy,86.8,0.785971,0.773286,0.79906
669,double,4194304,32,0,True,Scale,87.2,0.786175,0.769528,0.807917
670,double,4194304,32,0,True,Add,103.0,1.002572,0.977487,1.017091
671,double,4194304,32,0,True,Triad,102.1,1.009575,0.985956,1.031897
672,double,4194304,64,0,False,Copy,11869.1,0.00579,0.005654,0.005943
673,double,4194304,64,0,False,Scale,11775.7,0.005769,0.005699,0.005845
674,double,4194304,64,0,False,Add,13744.3,0.007371,0.007324,0.007449
675,double,4194304,64,0,False,Triad,13867.6,0.007315,0.007259,0.007422
676,double,4194304,64,0,True,Copy,79.3,0.858407,0.846166,0.873517
677,double,4194304,64,0,True,Scale,79.3,0.85822,0.845778,0.873114
678,double,4194304,64,0,True,Add,93.7,1.09689,1.074619,1.128062
679,double,4194304,64,0,True,Triad,92.9,1.103622,1.083466,1.127144
680,double,4194304,128,0,False,Copy,11936.5,0.005696,0.005622,0.005801
681,double,4194304,128,0,False,Scale,11900.7,0.005702,0.005639,0.005787
682,double,4194304,128,0,False,Add,13915.1,0.00728,0.007234,0.007317
683,double,4194304,128,0,False,Triad,14096.8,0.007195,0.007141,0.007266
684,double,4194304,128,0,True,Copy,79.0,0.861946,0.849217,0.876764
685,double,4194304,128,0,True,Scale,79.0,0.862621,0.849242,0.884204
686,double,4194304,128,0,True,Add,93.3,1.100061,1.079077,1.127146
687,double,4194304,128,0,True,Triad,92.5,1.1083,1.088219,1.130395
688,double,4194304,256,0,False,Copy,11877.6,0.005771,0.00565,0.005854
689,double,4194304,256,0,False,Scale,12056.7,0.005602,0.005566,0.005643
690,double,4194304,256,0,False,Add,13667.8,0.007396,0.007365,0.007424
691,double,4194304,256,0,False,Triad,13806.4,0.00731,0.007291,0.007345
692,double,4194304,256,0,True,Copy,78.0,0.87266,0.860179,0.889156
693,double,4194304,256,0,True,Scale,78.1,0.873742,0.859307,0.888112
694,double,4194304,256,0,True,Add,91.7,1.117619,1.097222,1.140886
695,double,4194304,256,0,True,Triad,91.0,1.127793,1.106516,1.151507
696,double,4194304,512,0,False,Copy,11983.8,0.005679,0.0056,0.00578
697,double,4194304,512,0,False,Scale,11554.8,0.00586,0.005808,0.005907
698,double,4194304,512,0,False,Add,13603.5,0.007432,0.0074,0.00747
699,double,4194304,512,0,False,Triad,13733.2,0.007373,0.00733,0.007443
700,double,4194304,512,0,True,Copy,65.8,1.033893,1.019255,1.049577
701,double,4194304,512,0,True,Scale,65.9,1.034378,1.018563,1.04881
702,double,4194304,512,0,True,Add,75.9,1.349766,1.326467,1.373762
703,double,4194304,512,0,True,Triad,75.7,1.354927,1.329422,1.374373
704,double,8388608,4,0,False,Copy,11511.8,0.011877,0.011659,0.012085
705,double,8388608,4,0,False,Scale,11704.7,0.011546,0.011467,0.01158
706,double,8388608,4,0,False,Add,13093.5,0.015478,0.015376,0.015572
707,double,8388608,4,0,False,Triad,13102.2,0.015447,0.015366,0.015695
708,double,8388608,4,0,True,Copy,171.0,0.811024,0.785104,0.825306
709,double,8388608,4,0,True,Scale,171.8,0.812323,0.781456,0.841016
710,double,8388608,4,0,True,Add,202.0,1.042255,0.996682,1.063339
711,double,8388608,4,0,True,Triad,198.6,1.057774,1.013675,1.08421
712,double,8388608,8,0,False,Copy,11430.5,0.011902,0.011742,0.012122
713,double,8388608,8,0,False,Scale,11576.4,0.011657,0.011594,0.011707
714,double,8388608,8,0,False,Add,12893.2,0.015693,0.015615,0.016007
715,double,8388608,8,0,False,Triad,13000.6,0.015597,0.015486,0.015815
716,double,8388608,8,0,True,Copy,171.4,0.808862,0.783238,0.824223
717,double,8388608,8,0,True,Scale,172.4,0.811383,0.778642,0.840497
718,double,8388608,8,0,True,Add,202.2,1.040987,0.995719,1.067333
719,double,8388608,8,0,True,Triad,197.1,1.055636,1.021291,1.078883
720,double,8388608,16,0,False,Copy,11549.6,0.011769,0.011621,0.011926
721,double,8388608,16,0,False,Scale,11848.3,0.011379,0.011328,0.011453
722,double,8388608,16,0,False,Add,13128.7,0.015385,0.015335,0.015458
723,double,8388608,16,0,False,Triad,13233.0,0.015273,0.015214,0.01532
724,double,8388608,16,0,True,Copy,170.7,0.810056,0.786071,0.823766
725,double,8388608,16,0,True,Scale,172.1,0.813235,0.780048,0.842595
726,double,8388608,16,0,True,Add,201.8,1.042523,0.997572,1.069372
727,double,8388608,16,0,True,Triad,199.0,1.056202,1.011734,1.077787
728,double,8388608,32,0,False,Copy,11329.2,0.012083,0.011847,0.012386
729,double,8388608,32,0,False,Scale,11615.6,0.011656,0.011555,0.011814
730,double,8388608,32,0,False,Add,12760.7,0.015813,0.015777,0.015878
731,double,8388608,32,0,False,Triad,12849.4,0.015749,0.015668,0.016062
732,double,8388608,32,0,True,Copy,86.9,1.569003,1.544668,1.598171
733,double,8388608,32,0,True,Scale,86.8,1.574266,1.546865,1.616446
734,double,8388608,32,0,True,Add,102.9,2.003102,1.956803,2.034397
735,double,8388608,32,0,True,Triad,102.0,2.01821,1.974395,2.055481
736,double,8388608,64,0,False,Copy,11297.6,0.01212,0.01188,0.012368
737,double,8388608,64,0,False,Scale,11408.2,0.011829,0.011765,0.011909
738,double,8388608,64,0,False,Add,12750.3,0.01583,0.01579,0.01596
739,double,8388608,64,0,False,Triad,12836.5,0.015775,0.015684,0.015885
740,double,8388608,64,0,True,Copy,79.3,1.714655,1.691599,1.743723
741,double,8388608,64,0,True,Scale,79.4,1.71781,1.69064,1.748429
742,double,8388608,64,0,True,Add,93.6,2.192419,2.151846,2.246179
743,double,8388608,64,0,True,Triad,92.9,2.206548,2.16652,2.252354
