,data_type,stream_size,zfp_rate,cache_size,is_zfp,Function,Best Rate MB/s,Avg time,Min time,Max time
367,float,67108864,128,0,True,Triad,85.6,9.775352,9.406299,9.926645
368,float,67108864,256,0,False,Copy,11525.1,0.046813,0.046583,0.047161
369,float,67108864,256,0,False,Scale,11508.2,0.046868,0.046651,0.047198
370,float,67108864,256,0,False,Add,12130.5,0.066589,0.066387,0.067063
371,float,67108864,256,0,False,Triad,12117.7,0.066712,0.066457,0.066967
372,float,67108864,256,0,True,Copy,70.3,7.845294,7.641323,8.071396
373,float,67108864,256,0,True,Scale,69.5,7.855296,7.722705,8.065998
374,float,67108864,256,0,True,Add,83.2,10.049737,9.67804,10.252502
375,float,67108864,256,0,True,Triad,81.2,10.137784,9.916745,10.348986
376,float,67108864,512,0,False,Copy,11434.5,0.047074,0.046952,0.04715
377,float,67108864,512,0,False,Scale,11366.9,0.047347,0.047231,0.047462
378,float,67108864,512,0,False,Add,11978.0,0.067353,0.067232,0.067448
379,float,67108864,512,0,False,Triad,11970.6,0.067456,0.067274,0.067934
380,float,67108864,512,0,True,Copy,52.8,10.475389,10.176386,10.90219
381,float,67108864,512,0,True,Scale,52.3,10.495055,10.273536,10.885739
382,float,67108864,512,0,True,Add,60.8,13.670921,13.240946,14.135626
383,float,67108864,512,0,True,Triad,60.5,13.771628,13.316681,14.241075
384,float,134217728,4,0,False,Copy,11240.4,0.096185,0.095525,0.098116
385,float,134217728,4,0,False,Scale,11269.8,0.095957,0.095276,0.096409
386,float,134217728,4,0,False,Add,11837.8,0.136807,0.136057,0.137229
387,float,134217728,4,0,False,Triad,11805.6,0.136917,0.136428,0.137318
388,float,134217728,4,0,True,Copy,81.3,14.408493,13.202006,17.979859
389,float,134217728,4,0,True,Scale,79.1,15.358226,13.579542,18.850948
390,float,134217728,4,0,True,Add,96.2,18.17117,16.741925,20.612556
391,float,134217728,4,0,True,Triad,96.5,18.062469,16.68249,19.674899
392,float,134217728,8,0,False,Copy,11262.0,0.095581,0.095342,0.096057
393,float,134217728,8,0,False,Scale,11276.3,0.095458,0.095221,0.095903
394,float,134217728,8,0,False,Add,11829.1,0.136476,0.136157,0.136736
395,float,134217728,8,0,False,Triad,11825.6,0.136596,0.136197,0.137256
396,float,134217728,8,0,True,Copy,81.2,14.128086,13.226908,17.352186
397,float,134217728,8,0,True,Scale,80.4,14.27146,13.35581,18.859346
398,float,134217728,8,0,True,Add,95.5,18.296832,16.862613,21.994718
399,float,134217728,8,0,True,Triad,94.8,18.38472,16.98871,20.177431
400,float,134217728,16,0,False,Copy,11287.7,0.095385,0.095125,0.095754
401,float,134217728,16,0,False,Scale,11273.7,0.095371,0.095243,0.095634
402,float,134217728,16,0,False,Add,11851.8,0.136285,0.135896,0.136683
403,float,134217728,16,0,False,Triad,11854.2,0.136227,0.135869,0.136918
404,float,134217728,16,0,True,Copy,81.7,13.834301,13.135075,15.332375
405,float,134217728,16,0,True,Scale,80.7,13.581027,13.310042,13.883352
406,float,134217728,16,0,True,Add,97.2,17.749671,16.566168,20.908836
407,float,134217728,16,0,True,Triad,97.0,17.399545,16.601528,17.753962
408,float,134217728,32,0,False,Copy,11163.9,0.096317,0.09618,0.096799
409,float,134217728,32,0,False,Scale,11150.8,0.096525,0.096293,0.096853
410,float,134217728,32,0,False,Add,11740.4,0.137382,0.137186,0.137674
411,float,134217728,32,0,False,Triad,11722.2,0.137597,0.137398,0.138203
412,float,134217728,32,0,True,Copy,73.1,15.166429,14.682937,15.745532
413,float,134217728,32,0,True,Scale,72.3,15.262441,14.855469,15.64977
414,float,134217728,32,0,True,Add,86.7,19.521432,18.56672,20.486303
415,float,134217728,32,0,True,Triad,86.3,19.555986,18.653409,20.226182
416,float,134217728,64,0,False,Copy,11152.3,0.096554,0.09628,0.096745
417,float,134217728,64,0,False,Scale,11160.4,0.096474,0.09621,0.096849
418,float,134217728,64,0,False,Add,11716.2,0.137724,0.137469,0.138021
419,float,134217728,64,0,False,Triad,11728.9,0.1377,0.13732,0.138303
420,float,134217728,64,0,True,Copy,72.6,15.185795,14.782539,15.502539
421,float,134217728,64,0,True,Scale,72.0,15.225323,14.915296,15.66014
422,float,134217728,64,0,True,Add,85.9,19.402969,18.742465,19.9429
423,float,134217728,64,0,True,Triad,86.1,19.399603,18.700814,19.766163
424,float,134217728,128,0,False,Copy,11180.6,0.096338,0.096036,0.097112
425,float,134217728,128,0,False,Scale,11141.9,0.0966,0.09637,0.096875
426,float,134217728,128,0,False,Add,11736.2,0.137641,0.137235,0.137963
427,float,134217728,128,0,False,Triad,11725.2,0.137661,0.137364,0.138166
428,float,134217728,128,0,True,Copy,72.0,15.280555,14.915276,15.711687
429,float,134217728,128,0,True,Scale,71.4,15.392242,15.030468,15.785677
430,float,134217728,128,0,True,Add,86.1,19.525349,18.703946,19.912425
431,float,134217728,128,0,True,Triad,84.7,19.63728,19.026054,20.13766
432,float,134217728,256,0,False,Copy,11229.2,0.095867,0.095621,0.096469
433,float,134217728,256,0,False,Scale,11171.9,0.096332,0.096111,0.096666
434,float,134217728,256,0,False,Add,11742.4,0.137318,0.137162,0.137597
435,float,134217728,256,0,False,Triad,11732.3,0.137566,0.13728,0.138187
436,float,134217728,256,0,True,Copy,69.9,15.723412,15.369966,16.282582
437,float,134217728,256,0,True,Scale,69.4,16.053376,15.472466,16.923117
438,float,134217728,256,0,True,Add,83.1,20.373259,19.388704,20.886387
439,float,134217728,256,0,True,Triad,80.1,20.470178,20.106606,21.181389
440,float,134217728,512,0,False,Copy,11433.9,0.094197,0.093909,0.094951
441,float,134217728,512,0,False,Scale,11433.0,0.094177,0.093916,0.094424
442,float,134217728,512,0,False,Add,12036.4,0.134264,0.133812,0.134549
443,float,134217728,512,0,False,Triad,12028.8,0.134335,0.133896,0.135131
444,float,134217728,512,0,True,Copy,51.2,21.546554,20.965866,22.076367
445,float,134217728,512,0,True,Scale,51.4,22.121866,20.884861,25.331925
446,float,134217728,512,0,True,Add,58.4,28.9277,27.601036,32.976133
447,float,134217728,512,0,True,Triad,58.3,28.545413,27.620865,29.317695
448,float,268435456,4,0,False,Copy,11080.2,0.194537,0.193812,0.19541
449,float,268435456,4,0,False,Scale,11110.1,0.194105,0.193291,0.194991
450,float,268435456,4,0,False,Add,11679.8,0.276754,0.275794,0.277715
451,float,268435456,4,0,False,Triad,11651.9,0.277515,0.276455,0.281283
452,float,268435456,4,0,True,Copy,78.2,28.65458,27.44424,31.353553
453,float,268435456,4,0,True,Scale,78.1,28.816169,27.508572,31.964115
454,float,268435456,4,0,True,Add,93.6,37.565047,34.415257,41.563889
455,float,268435456,4,0,True,Triad,92.3,37.777412,34.913119,42.710546
456,float,268435456,8,0,False,Copy,11294.3,0.191482,0.190139,0.196603
457,float,268435456,8,0,False,Scale,11257.3,0.191828,0.190763,0.193206
458,float,268435456,8,0,False,Add,11911.0,0.271462,0.270441,0.272624
459,float,268435456,8,0,False,Triad,11864.5,0.272639,0.2715,0.273073
460,float,268435456,8,0,True,Copy,76.7,29.44828,27.997622,33.306792
461,float,268435456,8,0,True,Scale,77.0,30.074292,27.875434,33.588749
462,float,268435456,8,0,True,Add,92.0,38.302753,35.027923,44.160555
463,float,268435456,8,0,True,Triad,90.0,38.656648,35.800166,45.424065
464,float,268435456,16,0,False,Copy,11020.4,0.195245,0.194864,0.195854
465,float,268435456,16,0,False,Scale,11006.6,0.195653,0.195108,0.19683
466,float,268435456,16,0,False,Add,11624.7,0.277776,0.277102,0.2785
467,float,268435456,16,0,False,Triad,11570.9,0.279183,0.27839,0.281507
468,float,268435456,16,0,True,Copy,81.2,28.670067,26.459571,34.886151
469,float,268435456,16,0,True,Scale,80.3,28.358422,26.736453,36.00022
470,float,268435456,16,0,True,Add,94.9,35.381034,33.935454,38.183915
471,float,268435456,16,0,True,Triad,94.3,36.895778,34.171487,45.639848
472,float,268435456,32,0,False,Copy,10993.9,0.2001,0.195334,0.232998
473,float,268435456,32,0,False,Scale,10969.4,0.200336,0.195771,0.232194
474,float,268435456,32,0,False,Add,11558.3,0.279375,0.278693,0.281889
475,float,268435456,32,0,False,Triad,11523.5,0.280315,0.279536,0.281916
476,float,268435456,32,0,True,Copy,73.1,30.09333,29.366644,30.691839
477,float,268435456,32,0,True,Scale,72.0,30.387634,29.814041,31.190128
478,float,268435456,32,0,True,Add,87.0,38.549853,37.037077,39.198377
479,float,268435456,32,0,True,Triad,86.2,38.780669,37.371422,39.587662
480,float,268435456,64,0,False,Copy,11102.9,0.193759,0.193417,0.194093
481,float,268435456,64,0,False,Scale,11091.7,0.194366,0.193611,0.195367
482,float,268435456,64,0,False,Add,11711.2,0.275593,0.275054,0.276516
483,float,268435456,64,0,False,Triad,11671.6,0.276783,0.275989,0.277839
484,float,268435456,64,0,True,Copy,73.0,30.197476,29.43195,30.828175
485,float,268435456,64,0,True,Scale,72.1,30.383898,29.797382,31.267645
486,float,268435456,64,0,True,Add,86.6,38.599727,37.182757,39.344906
487,float,268435456,64,0,True,Triad,86.2,38.7071,37.362999,39.391537
488,float,268435456,128,0,False,Copy,11381.9,0.18904,0.188675,0.189406
489,float,268435456,128,0,False,Scale,11380.3,0.189435,0.188702,0.190091
490,float,268435456,128,0,False,Add,11977.0,0.269357,0.268952,0.270709
491,float,268435456,128,0,False,Triad,11957.6,0.270187,0.269388,0.271044
492,float,268435456,128,0,True,Copy,71.0,30.884875,30.260363,31.724342
493,float,268435456,128,0,True,Scale,70.1,31.476894,30.628296,32.276182
494,float,268435456,128,0,True,Add,83.5,40.03654,38.574829,41.230311
495,float,268435456,128,0,True,Triad,82.7,39.871129,38.970625,40.501439
496,float,268435456,256,0,False,Copy,10226.4,0.211711,0.209995,0.213482
497,float,268435456,256,0,False,Scale,10305.8,0.20964,0.208376,0.212291
498,float,268435456,256,0,False,Add,10773.7,0.300624,0.298989,0.301816
499,float,268435456,256,0,False,Triad,10788.3,0.299867,0.298586,0.302264
500,float,268435456,256,0,True,Copy,66.6,32.968856,32.2432,34.406366
501,float,268435456,256,0,True,Scale,65.8,34.075319,32.623666,36.238659
502,float,268435456,256,0,True,Add,78.4,42.875689,41.104517,47.539569
503,float,268435456,256,0,True,Triad,77.2,43.820488,41.712444,48.345931
504,float,268435456,512,0,False,Copy,11146.4,0.193227,0.192661,0.193717
505,float,268435456,512,0,False,Scale,11152.5,0.193156,0.192556,0.193958
506,float,268435456,512,0,False,Add,11704.0,0.275743,0.275224,0.276561
507,float,268435456,512,0,False,Triad,11671.2,0.276476,0.275998,0.277277
508,float,268435456,512,0,True,Copy,49.8,43.988989,43.080415,44.374893
509,float,268435456,512,0,True,Scale,48.4,44.786453,44.366916,45.349343
510,float,268435456,512,0,True,Add,56.4,58.678932,57.159702,59.393139
511,float,268435456,512,0,True,Triad,56.1,58.853181,57.421669,59.444524
512,float,536870912,4,0,False,Copy,10945.6,0.393613,0.392391,0.397991
513,float,536870912,4,0,False,Scale,10954.4,0.394797,0.392078,0.398109
514,float,536870912,4,0,False,Add,11568.6,0.559202,0.556891,0.5652
515,float,536870912,4,0,False,Triad,11535.0,0.561068,0.558512,0.564176
516,float,536870912,4,0,True,Copy,78.3,58.789737,54.873898,66.825697
517,float,536870912,4,0,True,Scale,77.3,60.940582,55.590676,69.471045
518,float,536870912,4,0,True,Add,91.6,79.658079,70.328545,96.052082
519,float,536870912,4,0,True,Triad,90.4,78.670039,71.256024,92.282112
520,float,536870912,8,0,False,Copy,11213.6,0.384021,0.383014,0.385425
521,float,536870912,8,0,False,Scale,11170.6,0.385763,0.384487,0.387224
522,float,536870912,8,0,False,Add,11845.6,0.545886,0.54387,0.549228
523,float,536870912,8,0,False,Triad,11782.1,0.548577,0.546801,0.550585
524,float,536870912,8,0,True,Copy,79.7,57.644395,53.859518,65.016914
525,float,536870912,8,0,True,Scale,78.7,56.76619,54.580275,61.463072
526,float,536870912,8,0,True,Add,95.3,72.872231,67.590598,81.775891
527,float,536870912,8,0,True,Triad,95.1,75.206513,67.720469,82.805238
528,float,536870912,16,0,False,Copy,10993.4,0.391397,0.390687,0.392895
529,float,536870912,16,0,False,Scale,10976.3,0.392515,0.391295,0.394391
530,float,536870912,16,0,False,Add,11624.4,0.555343,0.554217,0.556241
531,float,536870912,16,0,False,Triad,11568.5,0.558084,0.556895,0.558918
532,float,536870912,16,0,True,Copy,81.7,54.534601,52.56193,57.485469
533,float,536870912,16,0,True,Scale,80.7,54.608513,53.222863,56.337974
534,float,536870912,16,0,True,Add,97.1,69.480279,66.326012,71.624415
535,float,536870912,16,0,True,Triad,97.1,69.772987,66.371289,74.333833
536,float,536870912,32,0,False,Copy,11226.5,0.385585,0.382573,0.389946
537,float,536870912,32,0,False,Scale,11343.9,0.380835,0.378616,0.386177
538,float,536870912,32,0,False,Add,11809.0,0.547376,0.545552,0.549632
539,float,536870912,32,0,False,Triad,11870.6,0.545337,0.542721,0.548943
540,float,536870912,32,0,True,Copy,72.7,61.423095,59.092543,63.271193
541,float,536870912,32,0,True,Scale,70.9,61.963796,60.546727,63.210085
542,float,536870912,32,0,True,Add,85.8,78.673271,75.126325,80.318159
543,float,536870912,32,0,True,Triad,85.6,78.941738,75.264413,81.087399
544,float,536870912,64,0,False,Copy,10044.7,0.478187,0.427585,0.517628
545,float,536870912,64,0,False,Scale,9882.2,0.469932,0.434616,0.506463
546,float,536870912,64,0,False,Add,10825.6,0.668475,0.595113,0.742395
547,float,536870912,64,0,False,Triad,10844.8,0.658528,0.594061,0.760548
548,float,536870912,64,0,True,Copy,72.5,60.752002,59.250104,61.939
549,float,536870912,64,0,True,Scale,72.0,60.826767,59.65183,62.602218
550,float,536870912,64,0,True,Add,86.0,77.822528,74.919392,79.336314
551,float,536870912,64,0,True,Triad,85.2,78.252146,75.583675,79.604273
552,float,536870912,128,0,False,Copy,11231.8,0.387558,0.382395,0.394715
553,float,536870912,128,0,False,Scale,11182.9,0.389342,0.384066,0.395932
554,float,536870912,128,0,False,Add,11848.0,0.55034,0.543759,0.557194
555,float,536870912,128,0,False,Triad,11791.7,0.552643,0.546356,0.558099
556,float,536870912,128,0,True,Copy,72.4,60.750289,59.320855,62.002681
557,float,536870912,128,0,True,Scale,71.5,61.232591,60.076366,63.098679
558,float,536870912,128,0,True,Add,85.9,77.695305,74.963185,79.586296
559,float,536870912,128,0,True,Triad,85.5,77.862303,75.31316,79.359318
560,float,536870912,256,0,False,Copy,10972.8,0.408521,0.391421,0.491767
561,float,536870912,256,0,False,Scale,11035.0,0.41457,0.389213,0.475939
562,float,536870912,256,0,False,Add,11528.2,0.590745,0.558843,0.714395
563,float,536870912,256,0,False,Triad,11522.8,0.584588,0.559107,0.697115
564,float,536870912,256,0,True,Copy,70.2,62.817269,61.217689,64.287778
565,float,536870912,256,0,True,Scale,69.5,63.136507,61.777961,64.897784
566,float,536870912,256,0,True,Add,82.8,80.454895,77.831056,81.750633
567,float,536870912,256,0,True,Triad,82.0,80.843136,78.551887,82.035732
568,float,536870912,512,0,False,Copy,11088.6,0.387907,0.387331,0.389552
569,float,536870912,512,0,False,Scale,11050.2,0.389762,0.388678,0.391488
570,float,536870912,512,0,False,Add,11733.2,0.549995,0.549079,0.551191
571,float,536870912,512,0,False,Triad,11658.5,0.553449,0.552596,0.555155
572,float,536870912,512,0,True,Copy,52.6,83.292843,81.594925,84.772198
573,float,536870912,512,0,True,Scale,52.0,84.046302,82.518964,86.009048
574,float,536870912,512,0,True,Add,60.7,109.18831,106.170078,111.023043
575,float,536870912,512,0,True,Triad,60.5,109.419132,106.423599,110.90767
576,double,1048576,4,0,False,Copy,24708.1,0.000689,0.000679,0.000695
577,double,1048576,4,0,False,Scale,20974.3,0.000823,0.0008,0.000856
578,double,1048576,4,0,False,Add,23026.4,0.001102,0.001093,0.001112
579,double,1048576,4,0,False,Triad,23001.3,0.001108,0.001094,0.001117
580,double,1048576,4,0,True,Copy,157.4,0.110709,0.106579,0.114235
581,double,1048576,4,0,True,Scale,155.1,0.11166,0.108164,0.116459
582,double,1048576,4,0,True,Add,180.3,0.143657,0.139549,0.147977
583,double,1048576,4,0,True,Triad,183.1,0.143552,0.137433,0.148966
584,double,1048576,8,0,False,Copy,25078.0,0.000688,0.000669,0.000717
585,double,1048576,8,0,False,Scale,24173.4,0.000726,0.000694,0.000759
586,double,1048576,8,0,False,Add,24988.9,0.001028,0.001007,0.001082
587,double,1048576,8,0,False,Triad,24766.1,0.001028,0.001016,0.001054
588,double,1048576,8,0,True,Copy,171.4,0.101412,0.097891,0.107013
589,double,1048576,8,0,True,Scale,172.6,0.101546,0.097209,0.10547
590,double,1048576,8,0,True,Add,202.3,0.130005,0.124369,0.13328
591,double,1048576,8,0,True,Triad,199.2,0.131878,0.12633,0.136468
592,double,1048576,16,0,False,Copy,25349.0,0.000672,0.000662,0.000689
593,double,1048576,16,0,False,Scale,24382.8,0.000704,0.000688,0.00072
594,double,1048576,16,0,False,Add,25373.3,0.001011,0.000992,0.001043
595,double,1048576,16,0,False,Triad,25215.7,0.001014,0.000998,0.00103
596,double,1048576,16,0,True,Copy,170.9,0.101642,0.098144,0.105517
597,double,1048576,16,0,True,Scale,171.1,0.102214,0.098061,0.105792
598,double,1048576,16,0,True,Add,201.3,0.130608,0.125045,0.133275
599,double,1048576,16,0,True,Triad,197.7,0.132472,0.127283,0.135012
600,double,1048576,32,0,False,Copy,18601.3,0.000918,0.000902,0.000931
601,double,1048576,32,0,False,Scale,18216.1,0.000957,0.000921,0.001049
602,double,1048576,32,0,False,Add,18708.5,0.00138,0.001345,0.001461
603,double,1048576,32,0,False,Triad,18879.1,0.001353,0.001333,0.001382
604,double,1048576,32,0,True,Copy,87.1,0.195949,0.192616,0.199391
605,double,1048576,32,0,True,Scale,87.0,0.196169,0.192911,0.201255
606,double,1048576,32,0,True,Add,103.2,0.249797,0.243777,0.253939
607,double,1048576,32,0,True,Triad,102.4,0.251752,0.245836,0.255528
608,double,1048576,64,0,False,Copy,25376.4,0.000673,0.000661,0.000707
609,double,1048576,64,0,False,Scale,23140.0,0.000741,0.000725,0.000761
610,double,1048576,64,0,False,Add,24918.1,0.001029,0.00101,0.001073
611,double,1048576,64,0,False,Triad,24894.6,0.001021,0.001011,0.001044
612,double,1048576,64,0,True,Copy,79.7,0.213728,0.210531,0.217019
613,double,1048576,64,0,True,Scale,79.4,0.21454,0.211283,0.218824
614,double,1048576,64,0,True,Add,93.8,0.273621,0.268331,0.280388
615,double,1048576,64,0,True,Triad,93.1,0.275676,0.270306,0.282332
616,double,1048576,128,0,False,Copy,23370.6,0.000727,0.000718,0.000736
617,double,1048576,128,0,False,Scale,23797.3,0.000742,0.000705,0.000795
618,double,1048576,128,0,False,Add,23875.4,0.001075,0.001054,0.001102
619,double,1048576,128,0,False,Triad,23300.9,0.001089,0.00108,0.001127
620,double,1048576,128,0,True,Copy,79.1,0.21502,0.211991,0.218772
621,double,1048576,128,0,True,Scale,79.2,0.2152,0.211954,0.218978
622,double,1048576,128,0,True,Add,93.3,0.274741,0.269799,0.281338
623,double,1048576,128,0,True,Triad,92.6,0.276744,0.271774,0.282282
624,double,1048576,256,0,False,Copy,23757.2,0.000721,0.000706,0.000735
625,double,1048576,256,0,False,Scale,21427.8,0.000805,0.000783,0.00085
626,double,1048576,256,0,False,Add,23300.9,0.001097,0.00108,0.001131
627,double,1048576,256,0,False,Triad,23152.7,0.001104,0.001087,0.001137
628,double,1048576,256,0,True,Copy,78.4,0.217108,0.214052,0.220707
629,double,1048576,256,0,True,Scale,78.5,0.216894,0.213816,0.220737
630,double,1048576,256,0,True,Add,92.5,0.277303,0.27218,0.283895
631,double,1048576,256,0,True,Triad,91.9,0.279361,0.273773,0.284829
632,double,1048576,512,0,False,Copy,23011.4,0.00076,0.000729,0.000802
633,double,1048576,512,0,False,Scale,18537.6,0.000938,0.000905,0.000984
634,double,1048576,512,0,False,Add,21362.7,0.001204,0.001178,0.001245
635,double,1048576,512,0,False,Triad,21289.5,0.0012,0.001182,0.001225
636,double,1048576,512,0,True,Copy,67.6,0.252589,0.248189,0.257298
637,double,1048576,512,0,True,Scale,67.4,0.253361,0.249076,0.257046
638,double,1048576,512,0,True,Add,77.3,0.330586,0.325579,0.337357
639,double,1048576,512,0,True,Triad,76.9,0.333082,0.327405,0.338951
640,double,4194304,4,0,False,Copy,12772.8,0.00528,0.005254,0.005321
641,double,4194304,4,0,False,Scale,12778.1,0.005295,0.005252,0.005339
642,double,4194304,4,0,False,Add,13430.9,0.00752,0.007495,0.007591
643,double,4194304,4,0,False,Triad,13457.8,0.007517,0.00748,0.007574
644,double,4194304,4,0,True,Copy,171.7,0.404712,0.390944,0.413425
645,double,4194304,4,0,True,Scale,172.3,0.406379,0.389502,0.420072
646,double,4194304,4,0,True,Add,202.2,0.520808,0.497787,0.531286
647,double,4194304,4,0,True,Triad,199.3,0.528378,0.505105,0.541431
648,double,4194304,8,0,False,Copy,12671.6,0.005333,0.005296,0.005405
649,double,4194304,8,0,False,Scale,12640.9,0.005337,0.005309,0.005378
650,double,4194304,8,0,False,Add,13432.6,0.007526,0.007494,0.007578
651,double,4194304,8,0,False,Triad,13309.8,0.007596,0.007563,0.007631
652,double,4194304,8,0,True,Copy,169.5,0.404233,0.396037,0.410735
653,double,4194304,8,0,True,Scale,172.6,0.40527,0.388728,0.419954
654,double,4194304,8,0,True,Add,201.9,0.519393,0.498475,0.530952
655,double,4194304,8,0,True,Triad,196.9,0.526813,0.511143,0.537099
656,double,4194304,16,0,False,Copy,12866.3,0.005244,0.005216,0.005269
657,double,4194304,16,0,False,Scale,12790.2,0.005275,0.005247,0.005296
658,double,4194304,16,0,False,Add,13678.9,0.007387,0.007359,0.007426
659,double,4194304,16,0,False,Triad,13732.7,0.007349,0.00733,0.007369
660,double,4194304,16,0,True,Copy,171.6,0.404199,0.391117,0.414583
661,double,4194304,16,0,True,Scale,172.8,0.405548,0.388454,0.420025
662,double,4194304,16,0,True,Add,202.6,0.520272,0.496762,0.538114
663,double,4194304,16,0,True,Triad,199.3,0.526924,0.505018,0.543331
664,double,4194304,32,0,False,Copy,13023.4,0.005177,0.005153,0.005203
665,double,4194304,32,0,False,Scale,12927.7,0.005214,0.005191,0.005249
666,double,4194304,32,0,False,Add,13695.7,0.007376,0.00735,0.007399
667,double,4194304,32,0,False,Triad,13649.3,0.007388,0.007375,0.007404
668,double,4194304,32,0,True,Copy,87.1,0.784782,0.770506,0.798235
669,double,4194304,32,0,True,Scale,87.2,0.786571,0.769714,0.808206
670,double,4194304,32,0,True,Add,102.9,1.001808,0.978193,1.01795
671,double,4194304,32,0,True,Triad,102.3,1.007399,0.98357,1.022945
672,double,4194304,64,0,False,Copy,12891.0,0.00525,0.005206,0.005296
673,double,4194304,64,0,False,Scale,12673.9,0.005325,0.005295,0.005372
674,double,4194304,64,0,False,Add,13402.3,0.007525,0.007511,0.007551
675,double,4194304,64,0,False,Triad,13443.3,0.007509,0.007488,0.007545
676,double,4194304,64,0,True,Copy,79.6,0.855688,0.842862,0.869051
677,double,4194304,64,0,True,Scale,79.6,0.856,0.842606,0.870689
678,double,4194304,64,0,True,Add,93.9,1.091715,1.07157,1.117843
679,double,4194304,64,0,True,Triad,93.2,1.100848,1.079769,1.125445
680,double,4194304,128,0,False,Copy,13037.9,0.005193,0.005147,0.00527
681,double,4194304,128,0,False,Scale,12756.0,0.00532,0.005261,0.005393
682,double,4194304,128,0,False,Add,13599.6,0.007432,0.007402,0.007473
683,double,4194304,128,0,False,Triad,13628.5,0.007433,0.007386,0.007482
684,double,4194304,128,0,True,Copy,79.2,0.860738,0.847348,0.874978
685,double,4194304,128,0,True,Scale,79.2,0.8618,0.847327,0.878479
686,double,4194304,128,0,True,Add,93.3,1.099669,1.078941,1.127365
687,double,4194304,128,0,True,Triad,92.7,1.106633,1.086442,1.133894
688,double,4194304,256,0,False,Copy,12536.7,0.005366,0.005353,0.005388
689,double,4194304,256,0,False,Scale,12464.6,0.005401,0.005384,0.005431
690,double,4194304,256,0,False,Add,13272.9,0.007612,0.007584,0.007651
691,double,4194304,256,0,False,Triad,13264.6,0.007615,0.007589,0.007646
692,double,4194304,256,0,True,Copy,78.1,0.873144,0.85944,0.885821
693,double,4194304,256,0,True,Scale,78.1,0.870808,0.859727,0.885444
694,double,4194304,256,0,True,Add,91.8,1.116003,1.097147,1.13998
695,double,4194304,256,0,True,Triad,91.1,1.126065,1.105065,1.151211
696,double,4194304,512,0,False,Copy,12839.3,0.005265,0.005227,0.005331
697,double,4194304,512,0,False,Scale,12635.8,0.00535,0.005311,0.005398
698,double,4194304,512,0,False,Add,13382.3,0.007565,0.007522,0.007631
699,double,4194304,512,0,False,Triad,13389.5,0.007541,0.007518,0.007601
700,double,4194304,512,0,True,Copy,66.3,1.029707,1.011946,1.044175
701,double,4194304,512,0,True,Scale,66.3,1.031255,1.012289,1.046221
702,double,4194304,512,0,True,Add,76.1,1.344132,1.322898,1.370796
703,double,4194304,512,0,True,Triad,75.8,1.352627,1.32784,1.371901
704,double,8388608,4,0,False,Copy,11809.8,0.011402,0.011365,0.011453
705,double,8388608,4,0,False,Scale,11889.1,0.011337,0.011289,0.011438
706,double,8388608,4,0,False,Add,12453.7,0.016217,0.016166,0.016264
707,double,8388608,4,0,False,Triad,12480.6,0.01621,0.016131,0.016247
708,double,8388608,4,0,True,Copy,169.9,0.817049,0.789985,0.833076
709,double,8388608,4,0,True,Scale,170.7,0.819018,0.786293,0.847183
710,double,8388608,4,0,True,Add,199.5,1.051401,1.009149,1.073406
711,double,8388608,4,0,True,Triad,196.8,1.066937,1.022775,1.093671
712,double,8388608,8,0,False,Copy,11861.8,0.011351,0.011315,0.011444
713,double,8388608,8,0,False,Scale,11867.3,0.011376,0.01131,0.011422
714,double,8388608,8,0,False,Add,12435.9,0.016263,0.016189,0.016299
715,double,8388608,8,0,False,Triad,12471.4,0.016187,0.016143,0.016239
716,double,8388608,8,0,True,Copy,170.5,0.822577,0.787077,0.849262
717,double,8388608,8,0,True,Scale,172.3,0.823702,0.77918,0.867298
718,double,8388608,8,0,True,Add,202.1,1.057202,0.996349,1.091493
719,double,8388608,8,0,True,Triad,195.7,1.075692,1.0287,1.11003
720,double,8388608,16,0,False,Copy,12144.1,0.011257,0.011052,0.011872
721,double,8388608,16,0,False,Scale,11866.1,0.011439,0.011311,0.012065
722,double,8388608,16,0,False,Add,12693.2,0.016227,0.015861,0.017119
723,double,8388608,16,0,False,Triad,12620.9,0.016212,0.015952,0.016723
724,double,8388608,16,0,True,Copy,169.0,1.025194,0.794357,2.627662
725,double,8388608,16,0,True,Scale,169.5,1.069407,0.791817,2.979736
726,double,8388608,16,0,True,Add,198.3,1.061138,1.015121,1.110214
727,double,8388608,16,0,True,Triad,195.1,1.079912,1.032066,1.120108
728,double,8388608,32,0,False,Copy,11787.1,0.011413,0.011387,0.011457
729,double,8388608,32,0,False,Scale,11807.6,0.0114,0.011367,0.011439
730,double,8388608,32,0,False,Add,12349.7,0.016331,0.016302,0.016363
731,double,8388608,32,0,False,Triad,12371.8,0.016296,0.016273,0.016322
732,double,8388608,32,0,True,Copy,86.8,1.578339,1.54607,1.618275
733,double,8388608,32,0,True,Scale,86.1,1.678646,1.557981,2.447943
734,double,8388608,32,0,True,Add,102.1,2.188431,1.972495,3.552137
735,double,8388608,32,0,True,Triad,100.9,2.034738,1.99628,2.086272
736,double,8388608,64,0,False,Copy,11897.7,0.01135,0.011281,0.01144
737,double,8388608,64,0,False,Scale,11880.8,0.01134,0.011297,0.011394
738,double,8388608,64,0,False,Add,12464.6,0.016196,0.016152,0.016234
739,double,8388608,64,0,False,Triad,12480.0,0.016214,0.016132,0.016409
740,double,8388608,64,0,True,Copy,79.6,1.710735,1.686171,1.739316
