,Iteration,RMSE,Time,cache_size,data_type,is_zfp,matrix_width,tile_size,tiled,zfp_rate
112,2,0.0,33.88,8192,double,True,1024,32,True,16
113,3,0.0,34.2,8192,double,True,1024,32,True,16
114,4,0.0,34.21,8192,double,True,1024,32,True,16
115,0,0.0,34.11,32768,double,True,1024,32,True,16
116,1,0.0,33.9,32768,double,True,1024,32,True,16
117,2,0.0,33.87,32768,double,True,1024,32,True,16
118,3,0.0,33.9,32768,double,True,1024,32,True,16
119,4,0.0,33.86,32768,double,True,1024,32,True,16
120,0,0.0,33.94,1024,double,True,1024,32,True,16
121,1,0.0,33.87,1024,double,True,1024,32,True,16
122,2,0.0,33.93,1024,double,True,1024,32,True,16
123,3,0.0,33.89,1024,double,True,1024,32,True,16
124,4,0.0,33.91,1024,double,True,1024,32,True,16
125,0,0.0,36.06,65536,double,True,1024,32,True,16
126,1,0.0,36.07,65536,double,True,1024,32,True,16
127,2,0.0,36.09,65536,double,True,1024,32,True,16
128,3,0.0,36.1,65536,double,True,1024,32,True,16
129,4,0.0,35.98,65536,double,True,1024,32,True,16
130,0,0.0,34.21,2048,double,True,1024,32,True,16
131,1,0.0,34.09,2048,double,True,1024,32,True,16
132,2,0.0,34.15,2048,double,True,1024,32,True,16
133,3,0.0,34.18,2048,double,True,1024,32,True,16
134,4,0.0,34.06,2048,double,True,1024,32,True,16
135,0,0.0,256.16,256,double,True,1024,32,True,16
136,1,0.0,255.97,256,double,True,1024,32,True,16
137,2,0.0,256.24,256,double,True,1024,32,True,16
138,3,0.0,255.53,256,double,True,1024,32,True,16
139,4,0.0,255.8,256,double,True,1024,32,True,16
140,0,0.0,255.66,512,double,True,1024,32,True,16
141,1,0.0,255.41,512,double,True,1024,32,True,16
142,2,0.0,260.03,512,double,True,1024,32,True,16
143,3,0.0,258.21,512,double,True,1024,32,True,16
144,4,0.0,256.24,512,double,True,1024,32,True,16
145,0,0.0,35.78,0,double,True,1024,32,True,16
146,1,0.0,35.83,0,double,True,1024,32,True,16
147,2,0.0,35.78,0,double,True,1024,32,True,16
148,3,0.0,35.76,0,double,True,1024,32,True,16
149,4,0.0,35.77,0,double,True,1024,32,True,16
150,0,0.0,33.89,4096,double,True,1024,32,True,32
151,1,0.0,33.88,4096,double,True,1024,32,True,32
152,2,0.0,33.87,4096,double,True,1024,32,True,32
153,3,0.0,33.88,4096,double,True,1024,32,True,32
154,4,0.0,33.88,4096,double,True,1024,32,True,32
155,0,0.0,34.27,16384,double,True,1024,32,True,32
156,1,0.0,34.29,16384,double,True,1024,32,True,32
157,2,0.0,34.32,16384,double,True,1024,32,True,32
158,3,0.0,34.48,16384,double,True,1024,32,True,32
159,4,0.0,34.33,16384,double,True,1024,32,True,32
160,0,0.0,34.27,8192,double,True,1024,32,True,32
161,1,0.0,34.31,8192,double,True,1024,32,True,32
162,2,0.0,34.32,8192,double,True,1024,32,True,32
163,3,0.0,34.24,8192,double,True,1024,32,True,32
164,4,0.0,34.21,8192,double,True,1024,32,True,32
165,0,0.0,34.54,32768,double,True,1024,32,True,32
166,1,0.0,34.62,32768,double,True,1024,32,True,32
167,2,0.0,34.79,32768,double,True,1024,32,True,32
168,3,0.0,34.5,32768,double,True,1024,32,True,32
169,4,0.0,34.32,32768,double,True,1024,32,True,32
170,0,0.0,34.45,1024,double,True,1024,32,True,32
171,1,0.0,34.75,1024,double,True,1024,32,True,32
172,2,0.0,35.29,1024,double,True,1024,32,True,32
173,3,0.0,34.38,1024,double,True,1024,32,True,32
174,4,0.0,33.84,1024,double,True,1024,32,True,32
175,0,0.0,35.93,65536,double,True,1024,32,True,32
176,1,0.0,35.92,65536,double,True,1024,32,True,32
177,2,0.0,35.93,65536,double,True,1024,32,True,32
178,3,0.0,35.9,65536,double,True,1024,32,True,32
179,4,0.0,36.01,65536,double,True,1024,32,True,32
180,0,0.0,34.28,2048,double,True,1024,32,True,32
181,1,0.0,34.3,2048,double,True,1024,32,True,32
182,2,0.0,34.36,2048,double,True,1024,32,True,32
183,3,0.0,34.28,2048,double,True,1024,32,True,32
184,4,0.0,34.28,2048,double,True,1024,32,True,32
185,0,0.0,351.94,256,double,True,1024,32,True,32
186,1,0.0,352.65,256,double,True,1024,32,True,32
187,2,0.0,352.24,256,double,True,1024,32,True,32
188,3,0.0,352.26,256,double,True,1024,32,True,32
189,4,0.0,352.1,256,double,True,1024,32,True,32
190,0,0.0,35.67,0,double,True,1024,32,True,32
191,1,0.0,35.66,0,double,True,1024,32,True,32
192,2,0.0,35.65,0,double,True,1024,32,True,32
193,3,0.0,35.66,0,double,True,1024,32,True,32
194,4,0.0,35.65,0,double,True,1024,32,True,32
195,0,0.0,352.02,512,double,True,1024,32,True,32
196,1,0.0,354.15,512,double,True,1024,32,True,32
197,2,0.0,362.53,512,double,True,1024,32,True,32
198,3,0.0,357.44,512,double,True,1024,32,True,32
199,4,0.0,352.4,512,double,True,1024,32,True,32
200,0,0.0,0.41,0,double,True,256,32,True,4
201,1,0.0,0.41,0,double,True,256,32,True,4
202,2,0.0,0.41,0,double,True,256,32,True,4
203,3,0.0,0.41,0,double,True,256,32,True,4
204,4,0.0,0.41,0,double,True,256,32,True,4
205,0,0.0,0.53,0,double,True,256,32,True,8
206,1,0.0,0.52,0,double,True,256,32,True,8
207,2,0.0,0.52,0,double,True,256,32,True,8
208,3,0.0,0.53,0,double,True,256,32,True,8
209,4,0.0,0.53,0,double,True,256,32,True,8
210,0,0.0,0.56,0,double,True,256,32,True,16
211,1,0.0,0.56,0,double,True,256,32,True,16
212,2,0.0,0.56,0,double,True,256,32,True,16
213,3,0.0,0.56,0,double,True,256,32,True,16
214,4,0.0,0.56,0,double,True,256,32,True,16
215,0,0.0,0.56,0,double,True,256,32,True,32
216,1,0.0,0.56,0,double,True,256,32,True,32
217,2,0.0,0.56,0,double,True,256,32,True,32
218,3,0.0,0.56,0,double,True,256,32,True,32
219,4,0.0,0.56,0,double,True,256,32,True,32
220,0,0.0,1.43,0,double,True,384,32,True,4
221,1,0.0,1.43,0,double,True,384,32,True,4
222,2,0.0,1.43,0,double,True,384,32,True,4
223,3,0.0,1.43,0,double,True,384,32,True,4
224,4,0.0,1.43,0,double,True,384,32,True,4
225,0,0.0,1.83,0,double,True,384,32,True,8
226,1,0.0,1.83,0,double,True,384,32,True,8
227,2,0.0,1.83,0,double,True,384,32,True,8
228,3,0.0,1.82,0,double,True,384,32,True,8
229,4,0.0,1.83,0,double,True,384,32,True,8
230,0,0.0,1.94,0,double,True,384,32,True,16
231,1,0.0,1.94,0,double,True,384,32,True,16
232,2,0.0,1.94,0,double,True,384,32,True,16
233,3,0.0,1.94,0,double,True,384,32,True,16
234,4,0.0,1.94,0,double,True,384,32,True,16
235,0,0.0,1.96,0,double,True,384,32,True,32
236,1,0.0,1.95,0,double,True,384,32,True,32
237,2,0.0,1.95,0,double,True,384,32,True,32
238,3,0.0,1.95,0,double,True,384,32,True,32
239,4,0.0,1.95,0,double,True,384,32,True,32
240,0,0.0,3.27,0,double,True,512,32,True,4
241,1,0.0,3.29,0,double,True,512,32,True,4
242,2,0.0,3.27,0,double,True,512,32,True,4
243,3,0.0,3.28,0,double,True,512,32,True,4
244,4,0.0,3.27,0,double,True,512,32,True,4
245,0,0.0,4.2,0,double,True,512,32,True,8
246,1,0.0,4.2,0,double,True,512,32,True,8
247,2,0.0,4.23,0,double,True,512,32,True,8
248,3,0.0,4.2,0,double,True,512,32,True,8
249,4,0.0,4.21,0,double,True,512,32,True,8
250,0,0.0,4.47,0,double,True,512,32,True,16
251,1,0.0,4.48,0,double,True,512,32,True,16
252,2,0.0,4.48,0,double,True,512,32,True,16
253,3,0.0,4.47,0,double,True,512,32,True,16
254,4,0.0,4.47,0,double,True,512,32,True,16
255,0,0.0,4.46,0,double,True,512,32,True,32
256,1,0.0,4.45,0,double,True,512,32,True,32
257,2,0.0,4.46,0,double,True,512,32,True,32
258,3,0.0,4.45,0,double,True,512,32,True,32
259,4,0.0,4.45,0,double,True,512,32,True,32
260,0,0.0,11.38,0,double,True,768,32,True,4
261,1,0.0,11.44,0,double,True,768,32,True,4
262,2,0.0,11.37,0,double,True,768,32,True,4
263,3,0.0,11.37,0,double,True,768,32,True,4
264,4,0.0,11.38,0,double,True,768,32,True,4
265,0,0.0,14.64,0,double,True,768,32,True,8
266,1,0.0,14.64,0,double,True,768,32,True,8
267,2,0.0,14.66,0,double,True,768,32,True,8
268,3,0.0,14.68,0,double,True,768,32,True,8
269,4,0.0,14.63,0,double,True,768,32,True,8
270,0,0.0,15.61,0,double,True,768,32,True,16
271,1,0.0,15.61,0,double,True,768,32,True,16
272,2,0.0,15.6,0,double,True,768,32,True,16
273,3,0.0,15.61,0,double,True,768,32,True,16
274,4,0.0,15.62,0,double,True,768,32,True,16
275,0,0.0,15.58,0,double,True,768,32,True,32
276,1,0.0,15.58,0,double,True,768,32,True,32
277,2,0.0,15.57,0,double,True,768,32,True,32
278,3,0.0,15.56,0,double,True,768,32,True,32
279,4,0.0,15.55,0,double,True,768,32,True,32
