,Iteration,Norm,Time,cache_policy,cache_size,data_type,is_zfp,matrix_name,zfp_rate
447,2,0.0,0.0,DEFAULT,0,double,True,A2,32
448,3,0.0,0.0,DEFAULT,0,double,True,A2,32
449,4,0.0,0.0,DEFAULT,0,double,True,A2,32
450,0,0.0,0.0,DEFAULT,1024,double,False,A2,32
451,1,0.0,0.0,DEFAULT,1024,double,False,A2,32
452,2,0.0,0.0,DEFAULT,1024,double,False,A2,32
453,3,0.0,0.0,DEFAULT,1024,double,False,A2,32
454,4,0.0,0.0,DEFAULT,1024,double,False,A2,32
455,0,0.0,0.0,DEFAULT,1024,double,True,A2,32
456,1,0.0,0.0,DEFAULT,1024,double,True,A2,32
457,2,0.0,0.0,DEFAULT,1024,double,True,A2,32
458,3,0.0,0.0,DEFAULT,1024,double,True,A2,32
459,4,0.0,0.0,DEFAULT,1024,double,True,A2,32
460,0,0.0,0.0,DEFAULT,32768,double,False,A2,32
461,1,0.0,0.0,DEFAULT,32768,double,False,A2,32
462,2,0.0,0.0,DEFAULT,32768,double,False,A2,32
463,3,0.0,0.0,DEFAULT,32768,double,False,A2,32
464,4,0.0,0.0,DEFAULT,32768,double,False,A2,32
465,0,0.0,0.0,DEFAULT,32768,double,True,A2,32
466,1,0.0,0.0,DEFAULT,32768,double,True,A2,32
467,2,0.0,0.0,DEFAULT,32768,double,True,A2,32
468,3,0.0,0.0,DEFAULT,32768,double,True,A2,32
469,4,0.0,0.0,DEFAULT,32768,double,True,A2,32
470,0,0.0,0.0,DEFAULT,1048576,double,False,A2,32
471,1,0.0,0.0,DEFAULT,1048576,double,False,A2,32
472,2,0.0,0.0,DEFAULT,1048576,double,False,A2,32
473,3,0.0,0.0,DEFAULT,1048576,double,False,A2,32
474,4,0.0,0.0,DEFAULT,1048576,double,False,A2,32
475,0,0.0,0.0,DEFAULT,1048576,double,True,A2,32
476,1,0.0,0.0,DEFAULT,1048576,double,True,A2,32
477,2,0.0,0.0,DEFAULT,1048576,double,True,A2,32
478,3,0.0,0.0,DEFAULT,1048576,double,True,A2,32
479,4,0.0,0.0,DEFAULT,1048576,double,True,A2,32
480,0,0.0,0.0,DEFAULT,0,double,False,A3,4
481,1,0.0,0.0,DEFAULT,0,double,False,A3,4
482,2,0.0,0.0,DEFAULT,0,double,False,A3,4
483,3,0.0,0.0,DEFAULT,0,double,False,A3,4
484,4,0.0,0.0,DEFAULT,0,double,False,A3,4
485,0,0.0,0.0,DEFAULT,0,double,True,A3,4
486,1,0.0,0.0,DEFAULT,0,double,True,A3,4
487,2,0.0,0.0,DEFAULT,0,double,True,A3,4
488,3,0.0,0.0,DEFAULT,0,double,True,A3,4
489,4,0.0,0.0,DEFAULT,0,double,True,A3,4
490,0,0.0,0.0,DEFAULT,1024,double,False,A3,4
491,1,0.0,0.0,DEFAULT,1024,double,False,A3,4
492,2,0.0,0.0,DEFAULT,1024,double,False,A3,4
493,3,0.0,0.0,DEFAULT,1024,double,False,A3,4
494,4,0.0,0.0,DEFAULT,1024,double,False,A3,4
495,0,0.0,0.0,DEFAULT,1024,double,True,A3,4
496,1,0.0,0.0,DEFAULT,1024,double,True,A3,4
497,2,0.0,0.0,DEFAULT,1024,double,True,A3,4
498,3,0.0,0.0,DEFAULT,1024,double,True,A3,4
499,4,0.0,0.0,DEFAULT,1024,double,True,A3,4
500,0,0.0,0.0,DEFAULT,32768,double,False,A3,4
501,1,0.0,0.0,DEFAULT,32768,double,False,A3,4
502,2,0.0,0.0,DEFAULT,32768,double,False,A3,4
503,3,0.0,0.0,DEFAULT,32768,double,False,A3,4
504,4,0.0,0.0,DEFAULT,32768,double,False,A3,4
505,0,0.0,0.0,DEFAULT,32768,double,True,A3,4
506,1,0.0,0.0,DEFAULT,32768,double,True,A3,4
507,2,0.0,0.0,DEFAULT,32768,double,True,A3,4
508,3,0.0,0.0,DEFAULT,32768,double,True,A3,4
509,4,0.0,0.0,DEFAULT,32768,double,True,A3,4
510,0,0.0,0.0,DEFAULT,1048576,double,False,A3,4
511,1,0.0,0.0,DEFAULT,1048576,double,False,A3,4
512,2,0.0,0.0,DEFAULT,1048576,double,False,A3,4
513,3,0.0,0.0,DEFAULT,1048576,double,False,A3,4
514,4,0.0,0.0,DEFAULT,1048576,double,False,A3,4
515,0,0.0,0.0,DEFAULT,1048576,double,True,A3,4
516,1,0.0,0.0,DEFAULT,1048576,double,True,A3,4
517,2,0.0,0.0,DEFAULT,1048576,double,True,A3,4
518,3,0.0,0.0,DEFAULT,1048576,double,True,A3,4
519,4,0.0,0.0,DEFAULT,1048576,double,True,A3,4
520,0,0.0,0.0,DEFAULT,0,double,False,A3,8
521,1,0.0,0.0,DEFAULT,0,double,False,A3,8
522,2,0.0,0.0,DEFAULT,0,double,False,A3,8
523,3,0.0,0.0,DEFAULT,0,double,False,A3,8
524,4,0.0,0.0,DEFAULT,0,double,False,A3,8
525,0,0.0,0.0,DEFAULT,0,double,True,A3,8
526,1,0.0,0.0,DEFAULT,0,double,True,A3,8
527,2,0.0,0.0,DEFAULT,0,double,True,A3,8
528,3,0.0,0.0,DEFAULT,0,double,True,A3,8
529,4,0.0,0.0,DEFAULT,0,double,True,A3,8
530,0,0.0,0.0,DEFAULT,1024,double,False,A3,8
531,1,0.0,0.0,DEFAULT,1024,double,False,A3,8
532,2,0.0,0.0,DEFAULT,1024,double,False,A3,8
533,3,0.0,0.0,DEFAULT,1024,double,False,A3,8
534,4,0.0,0.0,DEFAULT,1024,double,False,A3,8
535,0,0.0,0.0,DEFAULT,1024,double,True,A3,8
536,1,0.0,0.0,DEFAULT,1024,double,True,A3,8
537,2,0.0,0.0,DEFAULT,1024,double,True,A3,8
538,3,0.0,0.0,DEFAULT,1024,double,True,A3,8
539,4,0.0,0.0,DEFAULT,1024,double,True,A3,8
540,0,0.0,0.0,DEFAULT,32768,double,False,A3,8
541,1,0.0,0.0,DEFAULT,32768,double,False,A3,8
542,2,0.0,0.0,DEFAULT,32768,double,False,A3,8
543,3,0.0,0.0,DEFAULT,32768,double,False,A3,8
544,4,0.0,0.0,DEFAULT,32768,double,False,A3,8
545,0,0.0,0.0,DEFAULT,32768,double,True,A3,8
546,1,0.0,0.0,DEFAULT,32768,double,True,A3,8
547,2,0.0,0.0,DEFAULT,32768,double,True,A3,8
548,3,0.0,0.0,DEFAULT,32768,double,True,A3,8
549,4,0.0,0.0,DEFAULT,32768,double,True,A3,8
550,0,0.0,0.0,DEFAULT,1048576,double,False,A3,8
551,1,0.0,0.0,DEFAULT,1048576,double,False,A3,8
552,2,0.0,0.0,DEFAULT,1048576,double,False,A3,8
553,3,0.0,0.0,DEFAULT,1048576,double,False,A3,8
554,4,0.0,0.0,DEFAULT,1048576,double,False,A3,8
555,0,0.0,0.0,DEFAULT,1048576,double,True,A3,8
556,1,0.0,0.0,DEFAULT,1048576,double,True,A3,8
557,2,0.0,0.0,DEFAULT,1048576,double,True,A3,8
558,3,0.0,0.0,DEFAULT,1048576,double,True,A3,8
559,4,0.0,0.0,DEFAULT,1048576,double,True,A3,8
560,0,0.0,0.0,DEFAULT,0,double,False,A3,16
561,1,0.0,0.0,DEFAULT,0,double,False,A3,16
562,2,0.0,0.0,DEFAULT,0,double,False,A3,16
563,3,0.0,0.0,DEFAULT,0,double,False,A3,16
564,4,0.0,0.0,DEFAULT,0,double,False,A3,16
565,0,0.0,0.0,DEFAULT,0,double,True,A3,16
566,1,0.0,0.0,DEFAULT,0,double,True,A3,16
567,2,0.0,0.0,DEFAULT,0,double,True,A3,16
568,3,0.0,0.0,DEFAULT,0,double,True,A3,16
569,4,0.0,0.0,DEFAULT,0,double,True,A3,16
570,0,0.0,0.0,DEFAULT,1024,double,False,A3,16
571,1,0.0,0.0,DEFAULT,1024,double,False,A3,16
572,2,0.0,0.0,DEFAULT,1024,double,False,A3,16
573,3,0.0,0.0,DEFAULT,1024,double,False,A3,16
574,4,0.0,0.0,DEFAULT,1024,double,False,A3,16
575,0,0.0,0.0,DEFAULT,1024,double,True,A3,16
576,1,0.0,0.0,DEFAULT,1024,double,True,A3,16
577,2,0.0,0.0,DEFAULT,1024,double,True,A3,16
578,3,0.0,0.0,DEFAULT,1024,double,True,A3,16
579,4,0.0,0.0,DEFAULT,1024,double,True,A3,16
580,0,0.0,0.0,DEFAULT,32768,double,False,A3,16
581,1,0.0,0.0,DEFAULT,32768,double,False,A3,16
582,2,0.0,0.0,DEFAULT,32768,double,False,A3,16
583,3,0.0,0.0,DEFAULT,32768,double,False,A3,16
584,4,0.0,0.0,DEFAULT,32768,double,False,A3,16
585,0,0.0,0.0,DEFAULT,32768,double,True,A3,16
586,1,0.0,0.0,DEFAULT,32768,double,True,A3,16
587,2,0.0,0.0,DEFAULT,32768,double,True,A3,16
588,3,0.0,0.0,DEFAULT,32768,double,True,A3,16
589,4,0.0,0.0,DEFAULT,32768,double,True,A3,16
590,0,0.0,0.0,DEFAULT,1048576,double,False,A3,16
591,1,0.0,0.0,DEFAULT,1048576,double,False,A3,16
592,2,0.0,0.0,DEFAULT,1048576,double,False,A3,16
593,3,0.0,0.0,DEFAULT,1048576,double,False,A3,16
594,4,0.0,0.0,DEFAULT,1048576,double,False,A3,16
595,0,0.0,0.0,DEFAULT,1048576,double,True,A3,16
596,1,0.0,0.0,DEFAULT,1048576,double,True,A3,16
597,2,0.0,0.0,DEFAULT,1048576,double,True,A3,16
598,3,0.0,0.0,DEFAULT,1048576,double,True,A3,16
599,4,0.0,0.0,DEFAULT,1048576,double,True,A3,16
600,0,0.0,0.0,DEFAULT,0,double,False,A3,32
601,1,0.0,0.0,DEFAULT,0,double,False,A3,32
602,2,0.0,0.0,DEFAULT,0,double,False,A3,32
603,3,0.0,0.0,DEFAULT,0,double,False,A3,32
604,4,0.0,0.0,DEFAULT,0,double,False,A3,32
605,0,0.0,0.0,DEFAULT,0,double,True,A3,32
606,1,0.0,0.0,DEFAULT,0,double,True,A3,32
607,2,0.0,0.0,DEFAULT,0,double,True,A3,32
608,3,0.0,0.0,DEFAULT,0,double,True,A3,32
609,4,0.0,0.0,DEFAULT,0,double,True,A3,32
610,0,0.0,0.0,DEFAULT,1024,double,False,A3,32
611,1,0.0,0.0,DEFAULT,1024,double,False,A3,32
612,2,0.0,0.0,DEFAULT,1024,double,False,A3,32
613,3,0.0,0.0,DEFAULT,1024,double,False,A3,32
614,4,0.0,0.0,DEFAULT,1024,double,False,A3,32
615,0,0.0,0.0,DEFAULT,1024,double,True,A3,32
616,1,0.0,0.0,DEFAULT,1024,double,True,A3,32
617,2,0.0,0.0,DEFAULT,1024,double,True,A3,32
618,3,0.0,0.0,DEFAULT,1024,double,True,A3,32
619,4,0.0,0.0,DEFAULT,1024,double,True,A3,32
620,0,0.0,0.0,DEFAULT,32768,double,False,A3,32
621,1,0.0,0.0,DEFAULT,32768,double,False,A3,32
622,2,0.0,0.0,DEFAULT,32768,double,False,A3,32
623,3,0.0,0.0,DEFAULT,32768,double,False,A3,32
624,4,0.0,0.0,DEFAULT,32768,double,False,A3,32
625,0,0.0,0.0,DEFAULT,32768,double,True,A3,32
626,1,0.0,0.0,DEFAULT,32768,double,True,A3,32
627,2,0.0,0.0,DEFAULT,32768,double,True,A3,32
628,3,0.0,0.0,DEFAULT,32768,double,True,A3,32
629,4,0.0,0.0,DEFAULT,32768,double,True,A3,32
630,0,0.0,0.0,DEFAULT,1048576,double,False,A3,32
631,1,0.0,0.0,DEFAULT,1048576,double,False,A3,32
632,2,0.0,0.0,DEFAULT,1048576,double,False,A3,32
633,3,0.0,0.0,DEFAULT,1048576,double,False,A3,32
634,4,0.0,0.0,DEFAULT,1048576,double,False,A3,32
635,0,0.0,0.0,DEFAULT,1048576,double,True,A3,32
636,1,0.0,0.0,DEFAULT,1048576,double,True,A3,32
637,2,0.0,0.0,DEFAULT,1048576,double,True,A3,32
638,3,0.0,0.0,DEFAULT,1048576,double,True,A3,32
639,4,0.0,0.0,DEFAULT,1048576,double,True,A3,32
640,0,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,4
641,1,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,4
642,2,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,4
643,3,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,4
644,4,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,4
645,0,0.0,0.2,DEFAULT,0,double,True,ASIC_680k,4
646,1,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,4
647,2,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,4
648,3,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,4
649,4,0.0,0.22,DEFAULT,0,double,True,ASIC_680k,4
650,0,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,4
651,1,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,4
652,2,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,4
653,3,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,4
654,4,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,4
655,0,0.0,0.23,DEFAULT,1024,double,True,ASIC_680k,4
656,1,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,4
657,2,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,4
658,3,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,4
659,4,0.0,0.25,DEFAULT,1024,double,True,ASIC_680k,4
660,0,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,4
661,1,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,4
662,2,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,4
663,3,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,4
664,4,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,4
665,0,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,4
666,1,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,4
667,2,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,4
668,3,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,4
669,4,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,4
670,0,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,4
671,1,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,4
672,2,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,4
673,3,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,4
674,4,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,4
675,0,0.0,0.18,DEFAULT,1048576,double,True,ASIC_680k,4
676,1,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,4
677,2,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,4
678,3,0.0,0.18,DEFAULT,1048576,double,True,ASIC_680k,4
679,4,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,4
680,0,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,8
681,1,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,8
682,2,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,8
683,3,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,8
684,4,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,8
685,0,0.0,0.2,DEFAULT,0,double,True,ASIC_680k,8
686,1,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,8
687,2,0.0,0.22,DEFAULT,0,double,True,ASIC_680k,8
688,3,0.0,0.22,DEFAULT,0,double,True,ASIC_680k,8
689,4,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,8
690,0,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,8
691,1,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,8
692,2,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,8
693,3,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,8
694,4,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,8
695,0,0.0,0.23,DEFAULT,1024,double,True,ASIC_680k,8
696,1,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,8
697,2,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,8
698,3,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,8
699,4,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,8
700,0,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,8
701,1,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,8
702,2,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,8
703,3,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,8
704,4,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,8
705,0,0.0,0.2,DEFAULT,32768,double,True,ASIC_680k,8
706,1,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,8
707,2,0.0,0.2,DEFAULT,32768,double,True,ASIC_680k,8
708,3,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,8
709,4,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,8
710,0,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,8
711,1,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,8
712,2,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,8
713,3,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,8
714,4,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,8
715,0,0.0,0.18,DEFAULT,1048576,double,True,ASIC_680k,8
716,1,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,8
717,2,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,8
718,3,0.0,0.18,DEFAULT,1048576,double,True,ASIC_680k,8
719,4,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,8
720,0,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,16
721,1,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,16
722,2,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,16
723,3,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,16
724,4,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,16
725,0,0.0,0.2,DEFAULT,0,double,True,ASIC_680k,16
726,1,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,16
727,2,0.0,0.22,DEFAULT,0,double,True,ASIC_680k,16
728,3,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,16
729,4,0.0,0.21,DEFAULT,0,double,True,ASIC_680k,16
730,0,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,16
731,1,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,16
732,2,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,16
733,3,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,16
734,4,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,16
735,0,0.0,0.23,DEFAULT,1024,double,True,ASIC_680k,16
736,1,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,16
737,2,0.0,0.25,DEFAULT,1024,double,True,ASIC_680k,16
738,3,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,16
739,4,0.0,0.24,DEFAULT,1024,double,True,ASIC_680k,16
740,0,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,16
741,1,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,16
742,2,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,16
743,3,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,16
744,4,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,16
745,0,0.0,0.2,DEFAULT,32768,double,True,ASIC_680k,16
746,1,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,16
747,2,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,16
748,3,0.0,0.2,DEFAULT,32768,double,True,ASIC_680k,16
749,4,0.0,0.21,DEFAULT,32768,double,True,ASIC_680k,16
750,0,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,16
751,1,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,16
752,2,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,16
753,3,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,16
754,4,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,16
755,0,0.0,0.17,DEFAULT,1048576,double,True,ASIC_680k,16
756,1,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,16
757,2,0.0,0.2,DEFAULT,1048576,double,True,ASIC_680k,16
758,3,0.0,0.18,DEFAULT,1048576,double,True,ASIC_680k,16
759,4,0.0,0.19,DEFAULT,1048576,double,True,ASIC_680k,16
760,0,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,32
761,1,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,32
762,2,0.0,0.0,DEFAULT,0,double,False,ASIC_680k,32
763,3,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,32
764,4,0.0,0.01,DEFAULT,0,double,False,ASIC_680k,32
765,0,0.0,0.35,DEFAULT,0,double,True,ASIC_680k,32
766,1,0.0,0.37,DEFAULT,0,double,True,ASIC_680k,32
767,2,0.0,0.38,DEFAULT,0,double,True,ASIC_680k,32
768,3,0.0,0.37,DEFAULT,0,double,True,ASIC_680k,32
769,4,0.0,0.37,DEFAULT,0,double,True,ASIC_680k,32
770,0,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,32
771,1,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,32
772,2,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,32
773,3,0.0,0.01,DEFAULT,1024,double,False,ASIC_680k,32
774,4,0.0,0.0,DEFAULT,1024,double,False,ASIC_680k,32
775,0,0.0,0.4,DEFAULT,1024,double,True,ASIC_680k,32
776,1,0.0,0.43,DEFAULT,1024,double,True,ASIC_680k,32
777,2,0.0,0.43,DEFAULT,1024,double,True,ASIC_680k,32
778,3,0.0,0.43,DEFAULT,1024,double,True,ASIC_680k,32
779,4,0.0,0.44,DEFAULT,1024,double,True,ASIC_680k,32
780,0,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,32
781,1,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,32
782,2,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,32
783,3,0.0,0.01,DEFAULT,32768,double,False,ASIC_680k,32
784,4,0.0,0.0,DEFAULT,32768,double,False,ASIC_680k,32
785,0,0.0,0.35,DEFAULT,32768,double,True,ASIC_680k,32
786,1,0.0,0.38,DEFAULT,32768,double,True,ASIC_680k,32
787,2,0.0,0.37,DEFAULT,32768,double,True,ASIC_680k,32
788,3,0.0,0.39,DEFAULT,32768,double,True,ASIC_680k,32
789,4,0.0,0.38,DEFAULT,32768,double,True,ASIC_680k,32
790,0,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,32
791,1,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,32
792,2,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,32
793,3,0.0,0.0,DEFAULT,1048576,double,False,ASIC_680k,32
794,4,0.0,0.01,DEFAULT,1048576,double,False,ASIC_680k,32
795,0,0.0,0.3,DEFAULT,1048576,double,True,ASIC_680k,32
796,1,0.0,0.33,DEFAULT,1048576,double,True,ASIC_680k,32
797,2,0.0,0.32,DEFAULT,1048576,double,True,ASIC_680k,32
798,3,0.0,0.33,DEFAULT,1048576,double,True,ASIC_680k,32
799,4,0.0,0.33,DEFAULT,1048576,double,True,ASIC_680k,32
800,0,0.0,0.55,DEFAULT,0,double,False,mycielskian19,4
801,1,0.0,0.53,DEFAULT,0,double,False,mycielskian19,4
802,2,0.0,0.54,DEFAULT,0,double,False,mycielskian19,4
803,3,0.0,0.54,DEFAULT,0,double,False,mycielskian19,4
804,4,0.0,0.54,DEFAULT,0,double,False,mycielskian19,4
805,0,0.0,0.5,DEFAULT,1024,double,False,mycielskian19,4
806,1,0.0,0.49,DEFAULT,1024,double,False,mycielskian19,4
807,2,0.0,0.49,DEFAULT,1024,double,False,mycielskian19,4
808,3,0.0,0.49,DEFAULT,1024,double,False,mycielskian19,4
809,4,0.0,0.49,DEFAULT,1024,double,False,mycielskian19,4
810,0,0.0,0.56,DEFAULT,32768,double,False,mycielskian19,4
811,1,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,4
812,2,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,4
813,3,0.0,0.56,DEFAULT,32768,double,False,mycielskian19,4
814,4,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,4
815,0,0.0,0.49,DEFAULT,1048576,double,False,mycielskian19,4
816,1,0.0,0.49,DEFAULT,1048576,double,False,mycielskian19,4
817,2,0.0,0.48,DEFAULT,1048576,double,False,mycielskian19,4
818,3,0.0,0.49,DEFAULT,1048576,double,False,mycielskian19,4
819,4,0.0,0.49,DEFAULT,1048576,double,False,mycielskian19,4
820,0,0.0,0.5,DEFAULT,0,double,False,mycielskian19,8
821,1,0.0,0.49,DEFAULT,0,double,False,mycielskian19,8
822,2,0.0,0.5,DEFAULT,0,double,False,mycielskian19,8
823,3,0.0,0.5,DEFAULT,0,double,False,mycielskian19,8
824,4,0.0,0.49,DEFAULT,0,double,False,mycielskian19,8
825,0,0.0,0.5,DEFAULT,1024,double,False,mycielskian19,8
826,1,0.0,0.5,DEFAULT,1024,double,False,mycielskian19,8
827,2,0.0,0.5,DEFAULT,1024,double,False,mycielskian19,8
828,3,0.0,0.49,DEFAULT,1024,double,False,mycielskian19,8
829,4,0.0,0.49,DEFAULT,1024,double,False,mycielskian19,8
830,0,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,8
831,1,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,8
832,2,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,8
833,3,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,8
834,4,0.0,0.55,DEFAULT,32768,double,False,mycielskian19,8
835,0,0.0,0.49,DEFAULT,1048576,double,False,mycielskian19,8
836,1,0.0,0.5,DEFAULT,1048576,double,False,mycielskian19,8
837,2,0.0,0.49,DEFAULT,1048576,double,False,mycielskian19,8
838,3,0.0,0.49,DEFAULT,1048576,double,False,mycielskian19,8
839,4,0.0,0.5,DEFAULT,1048576,double,False,mycielskian19,8
840,0,0.0,0.51,DEFAULT,0,double,False,mycielskian19,16
841,1,0.0,0.5,DEFAULT,0,double,False,mycielskian19,16
842,2,0.0,0.49,DEFAULT,0,double,False,mycielskian19,16
843,3,0.0,0.5,DEFAULT,0,double,False,mycielskian19,16
844,4,0.0,0.5,DEFAULT,0,double,False,mycielskian19,16
845,0,0.0,0.52,DEFAULT,1024,double,False,mycielskian19,16
846,1,0.0,0.51,DEFAULT,1024,double,False,mycielskian19,16
847,2,0.0,0.52,DEFAULT,1024,double,False,mycielskian19,16
848,3,0.0,0.52,DEFAULT,1024,double,False,mycielskian19,16
849,4,0.0,0.52,DEFAULT,1024,double,False,mycielskian19,16
850,0,0.0,0.52,DEFAULT,32768,double,False,mycielskian19,16
851,1,0.0,0.5,DEFAULT,32768,double,False,mycielskian19,16
852,2,0.0,0.51,DEFAULT,32768,double,False,mycielskian19,16
853,3,0.0,0.51,DEFAULT,32768,double,False,mycielskian19,16
854,4,0.0,0.5,DEFAULT,32768,double,False,mycielskian19,16
855,0,0.0,0.53,DEFAULT,1048576,double,False,mycielskian19,16
856,1,0.0,0.53,DEFAULT,1048576,double,False,mycielskian19,16
857,2,0.0,0.52,DEFAULT,1048576,double,False,mycielskian19,16
858,3,0.0,0.53,DEFAULT,1048576,double,False,mycielskian19,16
859,4,0.0,0.53,DEFAULT,1048576,double,False,mycielskian19,16
860,0,0.0,0.54,DEFAULT,0,double,False,mycielskian19,32
861,1,0.0,0.54,DEFAULT,0,double,False,mycielskian19,32
862,2,0.0,0.55,DEFAULT,0,double,False,mycielskian19,32
