not tiled
ZFP Rate,Default Hash Hit-Rate,Two-way Hit-Rate,Fast And Two-Way Hit-Rate
4,87.52430724355858,87.08393475240912,86.8453890476403
8,87.52430724355858,87.08393475240912,86.8453890476403
16,87.52430724355858,87.08393475240912,86.8453890476403
32,87.52430724355858,87.08393475240912,86.8453890476403
